@relation art-24-weka.filters.unsupervised.attribute.NumericToNominal-R18

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1}

@data
0.580784,0.767853,-0.442384,-0.446397,-5.560059,-4.955161,3.497176,-0.363161,3.278711,-4.540535,0.851452,1.033386,-0.229037,-0.220026,1.122766,-4.306277,-3.620481,0
-2.33514,-0.360935,2.985418,0.989029,1.792862,1.311953,-1.473126,-0.90166,-2.001179,1.246586,0.112727,1.993567,0.060324,-0.749515,-1.190271,-0.873308,-1.726571,1
3.531554,1.572516,-2.991719,2.079357,0.931929,-1.651679,3.760731,-0.550637,-2.675355,-1.443908,3.096225,-0.42649,-2.566244,-4.394934,-2.986641,-2.113628,-2.701781,0
-0.902187,-1.287142,-2.162913,0.654234,-2.758866,-4.937114,-0.928946,-0.203265,1.610252,-0.174787,0.086924,3.093077,1.613991,-2.704348,-1.072182,1.826697,-1.522228,1
2.810667,-0.672283,1.024339,-1.028425,2.5503,-4.122038,-0.676106,1.68682,-3.644563,0.629869,4.221198,3.843136,-1.745874,-2.104715,-1.696864,-3.185304,0.411551,1
-2.715423,-0.292068,-1.597121,-1.418404,-3.621415,0.297316,-1.602555,2.64746,0.027353,2.351538,2.861849,1.023182,3.009767,-2.786612,-2.921738,-1.41715,0.439964,1
3.541944,2.974849,2.719039,1.766896,-2.005584,-2.377035,7.238358,0.975404,7.03272,-7.810624,2.547458,2.845759,1.136564,0.666078,2.566685,0.394466,-4.253779,0
3.689346,-3.266293,2.693197,0.939805,-1.659405,4.999381,-3.026163,1.239628,-0.803825,4.324223,2.430925,-2.018279,0.2546,-2.357547,0.94009,-4.570096,2.668808,1
4.544268,0.793855,0.725682,5.004721,2.365942,-3.480938,2.784016,1.873785,0.080609,-1.024913,-1.647501,3.595313,2.22643,-2.690906,1.852437,-0.997289,-0.423774,1
-0.607236,1.511401,-0.359095,-0.142407,-2.890433,-2.832204,-1.81124,0.231415,1.187782,-0.040402,1.592018,1.419234,2.713219,-0.479695,0.11254,-1.12452,-1.1093,1
5.515417,-2.073053,3.735907,0.74948,-0.40607,1.775851,-1.836935,0.743237,-3.270757,1.662861,2.349955,0.017473,-0.026922,-0.150116,0.785102,-3.032195,-0.787568,1
2.51461,-2.77147,3.274455,1.600654,0.864764,-0.030159,-0.978384,-1.653534,-2.459522,3.627319,-0.768749,0.531295,0.117821,-0.041064,-1.761328,-3.286873,-1.4205,1
1.411143,3.200483,-1.762099,0.180101,0.172309,1.012853,3.901024,-0.327598,5.42423,-5.387841,1.298683,-0.16004,1.645176,1.856881,-1.338011,-3.205559,-0.698014,0
-3.658324,-0.791838,0.776687,0.393641,-0.197497,-2.014204,1.487236,-2.08093,0.592688,4.557266,-1.072151,-4.664267,-5.076342,-2.457194,3.421004,-0.196487,-0.669809,0
-1.859058,-1.089429,0.31349,0.409147,-0.785271,-1.130791,-1.21727,2.525712,0.109294,0.549664,2.248824,2.824397,1.363866,-0.94429,0.478996,0.696264,-0.733771,1
1.401112,1.3401,2.20215,0.142897,4.661325,0.364876,-1.723148,0.904529,1.576876,-3.214027,-1.728822,-0.648734,-1.811529,-3.518,-1.818293,1.713919,4.042596,0
2.063751,-1.428971,1.099092,0.874842,1.590844,-0.477921,-0.484277,-0.642279,0.981913,-0.411874,-0.894943,-2.210184,-1.330362,0.070526,-0.621223,-0.38915,2.473329,1
1.995773,-1.565308,-1.297549,0.574486,-3.8699,-4.09496,-1.123975,0.838394,-0.975598,1.608958,1.793373,4.919903,0.006604,-0.565338,2.601437,0.669753,-2.480576,1
1.286065,-1.796672,-0.99433,-3.020613,-3.037377,-2.624165,3.144815,-0.430879,2.612138,-4.281932,-0.318484,-2.372946,0.443727,2.397693,2.890768,-6.422011,-6.378955,0
3.228755,0.202311,1.514686,2.302938,1.749278,-3.208014,1.947294,-0.398105,-1.140772,2.244951,-2.123229,1.979097,-1.387965,1.015571,0.832979,-1.635794,-2.639439,1
-2.221071,-2.82464,2.270332,0.495316,4.005827,-1.333308,-2.503464,-0.364987,1.082468,2.352953,-3.212887,-4.278041,-3.750383,-3.057575,1.709911,-0.512995,1.135249,0
4.6459,-3.990299,2.522068,-5.073835,3.072908,0.827275,-1.908244,-0.225933,-0.465551,1.433285,-4.035262,-3.38293,-1.041758,0.124052,3.041593,-5.730031,0.490032,0
-2.291406,0.269718,-1.452519,1.543835,-0.407594,-1.487499,5.491791,-1.601088,0.445836,-4.779766,0.875772,-3.434205,-2.423565,-1.090575,0.044582,-2.322962,-7.696056,0
2.748683,-5.077265,-0.389626,1.284464,-1.980713,-1.315572,-0.265991,2.14332,-3.794107,1.114194,1.784352,3.560305,3.406814,-2.16329,-0.537848,1.072476,-2.895018,1
4.659291,1.884769,1.990656,2.555643,1.100763,-5.321533,3.072972,-2.505621,0.872779,0.407267,-3.590928,-0.601601,-2.406956,0.886288,2.97124,-0.727873,-0.330707,1
2.302828,-0.90918,5.129954,1.340179,3.694054,-2.448756,2.894685,0.15438,-4.328762,-0.662468,-2.667677,-1.043487,-0.751038,0.229556,-4.630844,-0.660586,-4.417641,1
2.373204,-1.503981,0.812137,-0.724827,0.573887,-1.139391,-1.49184,-0.418047,-4.297504,-2.567636,3.167262,-2.206436,-5.69351,0.715245,-2.29923,-1.398365,-0.281806,1
-2.8513,1.129273,1.863879,0.085701,-2.010254,0.400306,-4.949871,0.22701,-0.234426,1.428143,4.23861,1.643416,2.424629,-1.331909,-4.609598,-0.553664,-0.65309,1
-0.809677,0.379824,-1.147311,2.557177,0.519859,-0.476192,6.171176,-2.602805,0.913264,0.068993,1.496247,-2.04912,-1.174543,1.150226,2.177958,-1.869999,-6.822258,0
1.003224,-0.867789,0.934764,-0.441698,-2.853261,-0.496317,-2.628519,2.52168,-3.864686,-0.518858,8.055956,0.354414,2.531537,-0.156824,0.341635,0.227386,-1.03339,1
1.851861,-1.191315,-0.471399,-5.464823,1.52237,-0.890568,-6.209254,1.40518,-1.65574,5.284715,-6.320738,-2.593117,-0.198718,0.180524,0.190646,-5.110015,1.339101,0
1.925241,0.060432,-1.225725,-2.154877,-2.849662,-4.153523,0.247997,2.627546,1.676175,3.09271,-1.483861,-1.346915,1.611962,4.586915,4.244825,-3.346482,-4.294602,0
2.373191,2.320305,-4.18064,-0.183874,-2.042033,-6.183832,2.426571,3.988328,-4.055695,-7.434738,-0.274438,2.367364,1.494645,-0.42232,-2.777321,-1.580119,-6.080262,0
7.580876,2.086504,3.417164,4.784075,-1.618087,-6.718801,1.183651,-6.25417,4.556457,-2.800661,-4.500817,-0.349702,2.812721,0.802157,5.566459,3.121053,-0.412254,1
-3.199288,2.856635,-2.626054,1.087938,-0.451234,-4.428364,-2.456895,1.817181,0.561288,1.927743,-4.00239,0.04542,-0.173856,-1.13023,-2.909822,-1.362327,0.814608,0
2.455062,-0.861798,0.522937,1.8478,-1.84963,-2.559749,3.817614,2.003329,3.770272,-4.137305,2.024095,-1.358902,1.075442,3.268878,2.19543,-3.233315,-4.661019,0
2.784511,2.596826,0.629745,-0.13222,-2.041488,-3.218503,1.606007,-1.122199,2.053786,3.584567,1.344715,-0.143595,2.409637,-0.593945,3.481835,-1.253551,-0.55874,1
5.113072,5.664336,-2.09891,0.589408,2.934314,-1.859452,4.987133,1.802323,-0.946665,-5.085562,-0.708129,4.863234,1.452924,-2.105232,-3.059616,2.833583,-2.457273,0
0.446929,-1.375145,-0.29216,0.881079,-0.816725,1.101053,7.447826,-2.936634,1.44892,-5.100587,3.168831,-2.893835,-1.311416,0.701593,1.137971,-6.729805,-6.304301,0
2.116032,-1.985247,0.780107,2.232366,0.303913,0.04623,2.618387,1.907095,-0.025412,0.295867,-1.961655,-2.2699,0.901985,0.54002,0.439883,1.443749,-2.086398,1
-1.721869,-1.302187,-1.271321,-2.034916,-2.208087,-1.114256,-3.112894,2.099357,0.187566,1.046278,2.595902,2.145874,-0.036211,-2.540039,-4.320869,-0.920838,-0.477226,1
1.312972,-1.177077,2.087064,4.752952,-1.691679,-1.799008,2.220342,2.121767,-3.122225,1.693866,-3.353535,-2.68972,4.370989,-0.568994,0.16713,-2.547644,-1.658365,1
2.979466,-5.002861,-1.520412,-3.276395,2.664899,-3.978616,-0.590285,1.341677,0.841436,-0.248293,-2.340071,-7.024017,-1.497942,2.70472,3.441685,-4.509109,-4.102569,0
1.040675,-2.124554,0.756635,-0.062527,-2.069696,0.109696,0.901832,0.426213,-0.555163,2.075032,0.394352,-0.150195,4.12972,-3.024938,1.327076,-0.26292,0.45051,1
1.449296,-0.323618,-0.474672,1.053042,1.510896,-2.998929,3.465442,2.044114,2.609705,4.752979,-4.150892,-0.483834,-3.931882,0.007568,0.680656,-3.71537,0.867852,1
4.363642,-0.106248,3.387122,-3.182239,6.489713,3.213698,1.768493,1.035795,2.064037,-5.477187,-2.600321,-2.402556,-0.829387,-1.186355,0.666055,-1.528735,0.054831,0
2.0471,0.036924,1.622136,1.253423,-0.955044,-1.204373,0.893787,-0.914816,0.438167,2.851535,-2.26229,-0.513064,-0.900435,-0.394913,0.545101,-0.560634,-2.203495,1
-1.63114,3.276201,1.7705,0.093122,1.275857,-1.777844,3.44467,0.544808,0.029591,-4.779831,-1.008435,1.423962,-0.626639,-1.832715,0.434954,-0.02875,-3.606444,0
1.119602,0.185658,1.042826,-0.589185,2.727538,-0.93424,1.529937,0.510204,2.400972,-1.462657,-1.742551,-0.95649,-0.288155,0.673771,2.005718,0.237297,0.419602,0
2.848599,-1.003472,-2.002256,-1.681656,-2.022804,-2.657233,-0.026662,-0.023554,2.123708,0.188987,3.447589,2.204759,-0.044475,0.003369,2.015759,0.942132,0.819632,1
2.103501,-2.962343,1.561583,2.595504,2.715032,-1.014223,0.369545,0.123255,-2.887162,1.151576,1.848445,5.187045,3.858734,-2.403022,0.244053,0.105544,-1.532246,1
0.12026,3.693525,0.176511,1.325542,3.258644,-1.627336,3.020085,0.811319,-0.378402,-2.832381,-1.377789,1.995104,-0.512537,-2.347425,-1.751713,1.525092,-1.458032,0
0.830844,0.544232,2.919313,1.607511,-1.929474,-1.583883,-1.750754,0.152411,-2.311159,-2.178614,2.398441,1.284735,2.32955,0.405052,2.135187,1.775106,0.63527,1
5.137163,-0.575836,-1.639741,-5.410132,-1.580768,-1.994213,-0.803892,1.295899,1.371954,3.484241,-2.194584,-0.990874,0.335543,-0.3179,3.503399,-2.68407,-3.547053,0
2.468892,2.483919,-1.819485,-0.674612,0.840333,-0.497888,1.462601,1.021742,1.051001,1.289316,-0.414663,-1.166775,-0.704067,-0.815594,-1.276628,-2.127387,-0.656288,0
-3.278139,2.614163,3.171635,1.717751,0.900585,-1.108075,1.466556,1.442378,0.172837,-1.458861,0.714177,-0.919041,-3.549922,-4.17876,2.097547,3.631916,-0.410001,0
2.272263,0.073218,4.16859,-3.038469,1.817908,1.010839,2.468642,-0.466679,2.513053,-3.973972,0.213396,-1.414325,-1.762392,-1.671487,4.478708,0.324356,-2.62138,0
-0.367147,-2.221047,1.77214,1.558964,-4.133236,-1.14895,-2.931813,2.735431,-3.575546,1.032401,2.503885,-0.138239,1.624856,-1.054648,-2.377643,-1.564149,-2.494441,1
-1.392731,-0.123161,2.59676,1.404973,1.711716,-3.903848,-0.970357,0.605837,2.066386,-1.389999,-2.489079,0.304033,-1.320472,-2.682802,1.087069,-0.092527,-0.305419,0
6.014554,2.969973,3.365851,3.906671,2.81882,-4.992293,0.444723,-2.057356,0.308526,-1.152764,-0.687348,5.038357,-0.157247,-1.348907,0.972518,-0.212462,-0.958153,1
3.761217,-0.618746,4.111285,0.927837,0.772703,-0.311716,-1.592836,2.11739,-3.663852,2.250877,1.667501,2.91893,0.797349,-2.870548,-1.625406,-3.742535,-0.98192,1
1.054236,-0.572826,0.454594,-1.119928,0.584874,-1.905637,2.914196,2.046571,-0.535782,0.214061,-2.67758,-3.341136,-2.539544,-0.708506,3.190375,1.495975,-4.66184,0
-0.02134,1.666873,-0.133865,0.59665,-0.368668,-3.018143,1.453394,-1.616813,1.179682,-5.194781,-4.404708,4.612858,1.280489,-2.144054,-3.124658,-4.100898,-0.433568,0
0.994211,1.084157,-1.210382,-0.943872,1.450339,-0.274317,0.966137,0.045363,-0.510597,-1.621112,-0.082198,-0.845153,-0.846344,-2.106661,-1.031752,-3.065549,-2.095499,0
1.740139,1.626631,0.967636,0.03461,-0.366093,-0.16691,3.583761,-1.692698,7.239575,-0.732578,2.418912,-1.228626,-1.234595,-1.582123,1.405885,-3.435926,-1.514526,0
4.214828,-1.917483,4.232547,-5.892502,-5.818503,-0.551845,1.254571,-0.23292,7.077748,-2.154718,-1.240378,-2.209165,-0.308303,3.050237,6.429306,-5.054252,-0.261669,0
3.46832,0.482421,1.786936,3.400179,-4.352129,-1.548913,-3.051595,1.971928,-1.111226,0.699547,1.924213,-1.27837,2.241297,0.736206,0.697052,-2.819221,-1.770285,1
0.459885,0.725953,2.352466,1.621124,-0.881607,-2.925169,2.592413,1.476825,1.224785,-4.328351,2.172084,-1.329304,-2.683798,-3.195309,1.465929,-0.583161,-4.200161,0
-2.346853,1.197089,2.09219,-2.467521,2.648355,-1.120923,-0.46964,0.289874,1.734,-0.364524,-1.908862,-1.747442,-1.123129,-0.418884,2.392442,-1.71091,-0.123663,0
-1.974176,0.582828,1.186847,0.304022,1.682713,-1.892219,0.34211,0.412208,-0.299712,-4.27528,-2.865645,0.505519,-0.15433,-1.016866,-0.303933,-1.555259,-1.452043,0
3.475286,1.79628,0.022378,-4.466316,-0.945035,-1.900856,-2.387819,3.707545,-0.681013,0.659643,-0.651737,-0.954063,-0.172213,-0.203132,1.477635,-0.783506,0.53758,0
2.938671,-1.979618,5.355075,2.682549,-2.058028,-1.230974,-2.755673,0.872597,-7.01617,-3.849408,2.80962,-0.756892,2.41178,0.935495,-3.931483,1.398299,-4.234669,1
2.872373,1.34296,0.407413,2.02519,-2.568813,-3.926955,-0.584365,1.997283,1.814892,1.563943,-0.574658,2.328374,-0.253952,0.41425,1.07089,-0.340959,-2.995516,1
2.512813,-2.507115,2.758713,2.545362,-0.544707,-0.181149,-1.985893,1.153817,-4.585271,-0.875633,1.823895,-0.705109,1.902615,2.040739,-4.307814,0.476181,-2.932761,1
4.912074,0.036891,5.836636,3.865925,-0.922689,0.531699,-2.990988,-0.498294,-3.732082,2.57952,2.081768,3.598035,2.362612,-1.320074,-0.556861,-2.256889,-3.658565,1
6.323146,-2.429857,-1.400878,2.907711,0.086197,-3.9005,3.21785,0.297245,2.363714,1.105417,-0.915329,1.64363,3.588348,-4.641065,2.521478,-2.448675,1.265875,1
4.54845,-1.661343,3.854724,1.311483,3.085632,-2.990055,1.790539,-1.783615,-0.026122,-2.080497,-1.118202,0.242592,0.137333,0.38798,-1.143577,2.300818,-1.163216,1
1.328316,1.673885,0.406255,-1.732155,0.390015,-2.232461,2.199981,0.53466,-1.32712,-4.814368,-2.326093,0.974867,-0.932155,-2.37064,-0.681664,-0.688056,-2.331355,0
0.294063,5.35232,2.237238,-2.14107,3.948544,1.195218,-3.061546,1.414295,0.331748,4.489337,-1.117685,-0.821436,-2.367824,-2.716787,0.440732,5.822505,5.48123,0
3.180911,-1.393283,4.15577,-3.633925,3.725398,0.818659,-0.226666,2.674159,4.800403,-2.038196,-0.059674,-3.932822,0.031208,2.289405,4.772051,-2.009953,0.119645,0
0.751138,0.809833,-1.335533,-0.504755,0.544664,0.459241,2.732174,-1.873376,0.091665,-2.088199,-0.066705,-1.488389,-0.044663,0.461275,-0.43749,-5.254453,-4.186309,0
1.345998,2.671417,1.669557,-0.660663,1.359438,-1.652386,1.663537,1.953421,-0.029503,-1.718394,-0.687412,1.044908,-0.677693,-2.081518,1.175636,0.5321,-1.977421,0
0.524495,2.661587,2.60655,-2.043345,2.365308,0.68939,0.45693,0.733559,0.462827,-1.594614,-1.568494,-2.126914,-3.162837,-3.381828,-0.589472,-0.170678,2.682194,0
5.180111,2.369372,1.531541,-5.305397,3.502373,1.911977,-0.947006,1.581864,-2.845356,-1.209828,-3.981923,0.374515,0.017706,-2.064499,-0.294437,-0.961677,-1.320686,0
6.077571,0.332039,2.838137,-1.534076,3.413334,1.230954,-2.050681,3.04618,1.42004,-1.153017,-0.691708,-1.367649,-1.051408,-1.992081,-0.009246,0.060723,3.521906,0
1.016863,1.462502,-0.213856,0.113232,-1.488093,-2.38645,0.328514,2.314705,5.651667,0.08123,-1.067938,0.39883,2.196454,2.691145,0.579324,-3.916509,0.488831,0
-5.719383,5.078106,0.791223,2.521912,2.096242,-0.008147,5.225194,-3.915335,2.235395,-0.080503,-1.533671,1.620255,-1.576551,-2.515136,0.167024,1.669158,-2.727381,0
1.613554,1.899743,-5.150861,-1.013492,-6.116004,-5.8885,4.206943,-1.5231,2.138654,1.482938,-0.224808,1.314675,1.212836,2.298809,1.205923,-4.905442,-6.38189,0
4.986673,0.780028,3.782385,7.250831,3.022502,-3.754134,-0.916337,-1.938948,-1.665779,0.882745,-0.850246,7.175085,3.12999,-1.923351,3.793059,-1.647791,-1.178061,1
0.258874,2.712682,-2.14546,-0.232162,0.895675,-1.798544,3.667579,1.887369,2.512216,-0.469201,0.798523,-1.719072,0.979536,2.464958,1.201629,-0.806038,-5.296131,0
4.823841,-2.981624,1.239133,-0.598315,1.681669,-3.762921,3.521055,2.782403,-4.909906,2.669998,0.27251,3.15386,-2.569711,-0.200965,-0.443037,-0.651008,-4.703834,1
5.455342,4.822883,1.618371,1.980513,0.969558,0.124728,4.583125,1.941128,4.442384,-5.941458,3.160499,2.704764,0.511262,-1.778607,-1.161635,1.424432,0.38914,0
-0.133417,3.25495,5.587823,1.618813,2.067996,-2.14272,-4.49102,1.023422,-5.969214,0.174799,3.673831,0.440203,-4.907048,0.085016,-2.168398,-5.82049,0.320904,1
1.499461,0.40592,1.443792,-2.018533,-2.312085,0.417937,-0.157674,-1.568598,-1.001967,-0.890641,1.22373,-3.66071,1.509463,-0.993899,-4.518964,1.24473,2.03153,1
1.950675,3.33551,3.080924,-3.026255,3.166433,1.521794,-0.394277,1.625454,-2.046644,1.609412,-1.023534,-1.476491,-3.388252,-4.507506,1.15701,1.725394,0.812614,0
-0.682366,0.846263,-0.592367,1.649406,-0.748398,-1.883908,-1.641614,3.654702,1.612818,5.336549,-0.321009,2.358668,-2.444257,-0.204332,3.645436,-5.037667,1.976649,1
2.243848,-0.009204,1.44624,-2.416639,4.790423,0.093178,-4.39867,2.409017,0.110399,4.426049,-6.185784,-1.553928,0.770833,2.006036,0.318416,-1.625881,4.963559,0
-1.318283,1.475585,2.161042,0.895403,0.168861,2.537023,-4.996073,-0.372811,-0.859966,3.402806,3.069085,0.755501,0.702581,-1.927898,-2.801807,-4.940646,0.282849,1
3.845163,0.248269,3.387041,2.154486,-3.913252,-4.1976,-2.408908,-0.344544,-1.811962,-2.063327,1.345133,-3.9811,-1.612748,-0.263607,-0.572481,-2.381495,-0.745655,1
0.068387,-6.411178,-1.914832,-2.413045,-3.606938,-0.076654,2.302279,2.424541,-0.367715,1.77363,-0.35489,3.213563,5.502505,-0.994314,-1.692886,4.080294,-4.580891,1
4.071098,0.753903,2.728277,4.254249,-6.138839,-2.27828,-4.908772,1.582537,-0.871549,-0.600937,1.326335,3.492969,1.771382,2.220614,2.56341,2.176828,-2.60756,1
0.007175,2.70839,-0.819517,0.836192,-0.39924,-1.226424,2.240988,0.892572,0.281462,-2.166596,1.40761,-0.251763,-1.391255,-1.765092,-0.260096,1.870882,-0.915749,0
1.069223,0.411468,0.868894,-2.479566,-1.320442,-1.720098,3.105745,-2.337866,2.455934,-0.419051,0.119769,-0.801072,-2.160754,-2.158003,3.459406,-1.24544,-4.431379,0
2.725427,2.941548,1.382794,1.615768,-0.267166,-1.979391,-2.297682,1.328001,1.099419,2.1077,2.327754,1.379895,-1.739148,0.213658,2.49579,-3.774951,0.167822,1
1.4937,-4.164101,2.780448,-7.074464,-1.146556,1.860602,-2.032827,-0.083401,-3.508461,2.063725,-0.554949,-7.40133,-5.355337,-2.149357,3.856748,-4.168739,0.810168,0
-0.395021,3.902498,5.803774,0.438526,-0.956216,0.093329,-2.333283,-1.991482,-6.419871,-0.234259,4.566843,-0.944859,-0.175304,0.461603,-1.502861,-0.636288,-2.944415,1
1.080772,-2.887946,3.198458,4.484778,-1.978702,1.128731,-3.192369,1.762873,-4.953064,0.492039,0.509761,3.381152,3.766189,-0.993243,-0.216904,-0.901663,-1.043728,1
0.550678,5.006506,6.618554,3.778234,0.021855,-5.13708,-0.106814,-0.35178,-3.977873,0.752341,-3.063648,-1.665447,-0.648321,-0.695651,-5.203478,-4.395176,-4.607362,1
1.501791,2.324548,-0.701723,-0.762495,-5.210623,-6.01521,0.468502,3.615973,0.415015,1.177133,-0.502829,2.012409,0.961863,1.0502,2.093435,-1.74659,-2.861569,0
0.940677,2.975274,3.427615,2.385741,2.772433,-3.664265,0.641925,-1.001732,0.324603,2.439234,-2.131168,2.364038,-1.926101,-1.974632,1.379405,-4.471062,0.792054,1
5.161701,-4.495473,1.138501,5.41284,-4.941522,-1.682745,-1.330138,1.670991,1.292682,0.222642,-4.739066,0.878829,1.973969,-0.408605,1.958178,-1.61725,0.692189,1
-2.753096,-0.427422,-1.890616,-1.80055,-3.009523,-5.835492,0.112277,-0.515324,0.851391,2.555349,-1.849605,-4.079629,-3.326326,-1.324134,2.794207,-2.640637,-3.931323,0
0.192601,-1.13936,4.097263,-3.617731,0.964561,0.723946,1.943676,-2.338798,0.527618,-5.108884,-3.290264,0.701875,-0.448142,-1.278339,2.954833,-4.120571,-3.445494,0
0.088722,-1.610385,-1.216988,0.309298,-1.122817,-3.929675,-1.479482,1.018982,-4.011009,-2.528585,-4.425876,1.862838,0.654657,-1.873523,-2.873293,-6.239225,-1.712402,0
0.365238,-1.989839,-0.123826,-0.589441,-1.348845,-2.006574,2.177815,1.677777,-1.135578,2.720828,-0.573047,-0.883349,-2.755279,-1.905742,0.821214,-0.770086,1.959961,1
0.304367,0.700201,2.701228,2.11851,-0.793634,0.046599,-2.55668,-3.394733,0.31663,-1.265893,-0.978376,-2.975991,2.535272,0.09161,-6.257981,0.786389,-1.787754,1
-0.664784,4.542868,-1.688555,5.261471,1.283265,-4.314312,5.708563,2.829804,2.090182,-0.626381,1.849091,-0.045212,-1.057105,-1.322165,-0.081376,3.928663,-5.862648,0
2.440273,-5.200738,-1.292073,3.698727,-4.33934,-0.401784,-1.563888,5.169934,-3.799715,-0.338124,2.283896,3.753136,5.397423,-0.829799,0.294553,-1.584145,-3.168573,1
-2.686492,-4.137989,-3.454274,0.208895,-1.268098,1.780032,0.597307,2.964438,-0.646538,0.248967,1.688014,-2.062343,1.021465,-0.701824,-0.135248,0.975728,1.899212,1
-2.137283,5.280858,-0.895922,-3.924025,-1.396475,-6.182422,2.340745,-0.164255,2.605043,1.904819,0.014338,2.910069,-1.959566,0.471126,-1.030629,0.952853,-3.436255,1
-0.998481,-1.410363,1.170706,1.237635,0.143448,-0.332817,-1.629679,2.210712,-3.689567,3.530045,0.918747,4.626394,-3.975327,-1.904501,3.076394,-3.587814,0.832844,1
1.453761,-2.72514,-1.281272,0.811503,-0.858417,0.433173,-2.513255,1.645757,2.131346,0.95845,1.640203,2.336054,-0.969373,-0.774517,-0.727559,0.062691,-0.268866,1
-0.534634,-5.386792,-2.033893,-2.284098,0.224506,3.919663,-2.939926,4.422746,-1.434791,4.631367,5.96616,2.082275,3.212315,-3.20487,-6.54445,-3.404563,-2.187414,1
1.416757,1.512096,1.049655,-2.732053,5.080154,3.971935,1.667476,-2.223737,-0.691778,2.801585,-2.116165,-2.954461,-2.947401,-2.987109,-0.110871,-1.363962,1.006081,0
0.138721,2.988736,-2.328869,1.885073,-0.469325,-4.000289,4.179433,2.014382,1.985429,-2.691287,2.097288,-1.176887,-0.416076,0.971265,0.040789,0.87443,-4.016807,0
-0.155188,1.630902,2.395824,-1.583054,0.811506,-0.641575,-1.002557,-0.273659,0.235839,1.568369,2.312953,4.083039,3.970802,-1.772727,-0.547978,1.146911,-1.156677,1
2.273368,1.926607,0.102326,-2.59612,1.402347,-2.738947,1.231873,2.673335,1.640115,-0.353281,-3.061028,1.456609,1.695987,0.765811,2.070757,-0.128793,-2.28772,0
-3.224594,2.350941,-2.556642,-2.456198,-3.208913,-4.287569,2.569663,0.060391,0.599369,3.248614,-1.536232,-2.142838,-3.495543,-0.914513,-3.215606,-2.119397,-3.703219,1
-1.744596,5.038179,1.336135,3.828955,-0.085053,-1.326511,4.132057,0.818714,-0.632167,-5.328057,2.399384,2.372997,-2.280567,-4.909409,-2.23684,2.561354,-0.954129,0
1.316943,2.038602,-4.234058,-0.190692,-0.23527,-1.765474,6.54817,-3.347585,-2.108263,-3.069521,0.344914,0.696107,-1.126023,-2.430539,-1.475732,-2.712208,-7.068053,0
3.282318,-0.991127,0.746751,-3.108626,0.237812,-1.448788,0.916649,1.651374,-1.444807,-4.022361,-0.044871,1.01662,0.145974,-1.893435,1.834589,-2.136872,-3.817601,0
4.831783,-0.440598,3.848534,6.211729,1.038853,0.334349,-3.499586,1.089848,-4.396864,-0.717277,4.637174,6.065448,7.576207,-3.545144,1.706265,-3.107265,1.093943,1
1.563536,-1.435963,2.02993,-0.534303,-0.886827,0.843618,-0.087846,-0.619575,-2.585238,1.080671,-0.328681,-1.642583,3.580732,1.396965,-5.258111,0.214034,-2.538333,1
1.834151,0.961308,-0.427371,-1.777676,0.509817,-0.831765,1.321552,-1.162688,-1.537226,-0.190641,-1.615455,-1.671812,-2.585305,-1.906199,-0.634141,-1.913516,-0.527671,0
4.03077,1.645993,-0.55739,-1.425223,4.381329,-0.04717,-1.384941,1.204083,2.032959,0.508236,-2.716032,-0.138485,0.089527,-1.873227,-2.137045,-0.985101,3.511942,0
2.505982,-2.214432,1.517592,-1.688801,3.393773,1.879092,2.548248,-2.806071,6.945412,2.84817,-0.795152,-4.560539,-1.222626,0.991773,3.82424,-5.368847,-1.377737,0
2.007484,-2.477615,2.618547,-0.377686,3.265333,-2.876099,-2.072936,0.391607,1.482326,-2.203543,-3.943139,0.446111,-0.324811,-2.350889,0.864718,-1.372513,-0.295708,0
3.636312,1.462422,3.307498,-1.424359,1.585627,-0.348347,-1.264615,2.715968,3.508564,-0.845316,-3.914082,3.229825,2.345208,0.513548,1.223056,-0.582989,3.196248,0
3.074485,-1.331499,3.463585,-3.08111,0.23835,-2.36686,-2.936821,3.098891,-1.522119,-3.981904,-3.088192,0.309837,-0.112517,-1.831546,0.479642,-5.093474,0.235655,0
1.896975,-1.30144,0.07305,0.377519,-0.49549,-0.62663,-1.588864,-1.701115,1.072388,1.550396,-0.123398,2.649154,-1.254024,-1.814314,-2.654379,0.948478,-2.808978,1
2.141388,2.324706,5.574742,-2.609915,5.271069,3.485757,2.462261,-3.581321,3.330044,-5.631073,-0.751098,3.259298,-0.375725,-4.755129,1.348278,-0.294988,-0.486776,0
0.219465,2.435814,0.046981,1.229297,5.103204,2.935463,3.506009,0.435913,0.153774,-1.99046,1.853852,-2.79866,-2.194498,-2.474629,-1.295608,2.370583,-1.691898,0
1.346181,2.219043,-2.601361,-0.131373,3.808874,-2.385229,-3.274414,4.438149,-2.996235,6.436604,-3.45121,-1.15497,0.096119,-0.559744,-1.869422,0.832194,0.983324,0
