@relation art-02-weka.filters.unsupervised.attribute.NumericToNominal-R19

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4}

@data
2.163724,-1.731207,-0.30236,-4.180036,4.917131,-4.479563,-2.563296,-0.813874,-1.579533,-3.825971,-2.359612,-1.780994,2.400614,-2.861745,-1.299693,-1.933272,-2.780497,0.966101,1
-0.498259,1.787719,0.824528,-2.788593,-1.340595,2.174088,1.170901,3.130633,2.657559,1.712983,0.772083,-0.993635,-1.230866,2.76392,-1.104379,0.657099,4.560364,-1.281603,0
1.059616,-3.252716,0.296643,2.764375,-3.383454,2.821876,-4.679945,0.658311,3.32225,-2.03437,1.556572,-0.274296,0.551208,2.286454,1.974044,2.489169,-4.08098,-4.244772,4
3.418972,1.474596,1.159519,-5.358126,-1.740657,-3.430914,1.960246,0.229264,-4.89967,0.053402,1.299987,1.914633,-5.855265,-0.900105,-1.894253,2.831215,1.056798,-0.63526,2
-2.958541,1.557908,-4.938702,-4.55396,-0.788371,3.132207,-1.466039,1.840324,-0.969914,-0.383408,-2.051547,2.664212,1.242223,0.5951,-3.058743,-2.978828,-3.793484,0.115008,0
1.210972,-3.550624,-0.966804,-8.498987,1.254264,2.163803,0.665378,-1.886809,-0.331533,-0.522517,3.139159,2.693834,4.416136,1.508689,-3.616623,-1.277518,-5.013919,-4.000354,0
-2.56128,0.479649,-6.635103,-3.475047,-4.286582,5.583865,-0.787967,-0.299839,-5.076962,-2.3114,-1.503871,0.408095,-1.128789,1.006662,-3.277382,1.132272,-3.37666,-2.555979,0
3.523425,0.3046,-6.020932,4.123131,0.751937,-5.743735,-3.053468,2.23392,1.020946,1.463438,6.353184,-0.964236,-3.446802,-2.940511,-0.896828,0.396792,-0.205423,2.533858,2
1.887896,0.664721,0.563047,-0.371065,2.799037,-3.346722,-5.088453,-1.025542,5.153125,-5.040659,0.39094,4.981181,-3.248227,0.259742,2.173781,2.569834,0.394358,-5.441229,2
2.300038,-4.796817,-2.717287,-0.321111,0.165673,3.75347,-2.760741,-1.547593,-3.672814,0.468547,2.671098,1.720468,-4.686342,0.827901,1.208753,2.841359,-0.348488,-4.593969,3
-1.117472,-1.549759,-2.935236,-2.589298,-2.767522,-3.234674,3.519303,-2.523181,-1.117912,-4.770958,-1.613956,-2.748979,3.419488,-4.123392,1.701955,1.89655,1.445602,2.375385,1
-1.291082,0.80935,-2.313388,-3.168215,-1.108405,-0.592235,1.59832,2.891828,0.223909,1.786152,3.112733,-1.508476,3.269221,0.803455,-2.438741,1.277613,0.765757,2.916443,1
3.251721,-1.283457,-1.968654,0.170734,3.787197,1.570507,0.106529,-1.024646,2.578066,1.497478,0.159219,2.731545,-1.04341,-0.809342,-0.197551,0.26083,-0.408392,3.053527,4
0.400185,-5.237816,3.919911,-0.689444,-2.157468,2.99071,-5.326911,-0.142898,0.599805,-0.277501,1.506814,-5.838348,3.881789,-0.149533,1.5468,-1.750921,-7.990405,1.600892,4
2.619505,-1.545625,0.175998,2.454884,0.189402,3.315872,-0.820388,2.325581,1.279813,-0.552333,-2.700352,-0.079764,3.201466,-3.376071,1.206066,1.705902,-2.812736,1.32223,4
1.302468,-1.530061,-0.632928,3.462906,-3.768245,0.33496,-0.082233,4.088351,-2.568866,-0.523336,-0.209679,1.873923,1.427808,-0.074682,2.929803,0.789423,0.254771,1.842037,1
-0.358987,0.363072,-2.760052,1.156122,-1.208552,-3.629795,-0.815085,0.200536,0.509356,1.571572,1.340501,2.606026,-1.200638,1.394613,0.334192,2.127334,-3.203217,-1.544287,0
-0.455814,-2.263705,3.482525,2.229473,0.402336,0.80753,-0.04523,1.292093,1.904723,0.282437,-7.108602,-3.524028,4.193079,-3.93984,0.722101,-2.540385,-0.452835,-1.274608,4
-1.508044,-3.017312,-1.880265,0.527203,0.063719,0.620529,0.229595,-3.674092,-4.342178,1.368057,2.145573,1.775483,1.303401,4.170742,1.072299,1.904767,0.889257,2.26719,3
-2.69531,0.61704,-3.281033,-0.27124,2.024788,-0.990115,-2.497653,3.521107,1.542451,-3.123607,4.127326,3.078803,-1.295132,0.25772,0.76725,2.418602,1.648541,-3.899519,3
-1.244146,-2.747188,4.640625,3.41571,1.79346,1.75089,-1.385469,0.968133,-0.593854,-0.687339,-1.021594,0.718644,1.05948,-7.229859,1.709191,-2.332951,0.419913,-4.329092,4
-2.008084,-8.270162,3.810427,-0.007704,-4.097377,-4.021945,5.851167,-0.279941,0.847197,-3.380124,-0.309619,-6.381049,2.051747,-1.292704,-3.716097,-3.503717,1.343302,-4.43635,1
-3.420188,-3.59176,-1.012886,-2.946505,3.748944,-0.395858,-2.389722,1.203659,1.390497,-1.957572,2.463128,1.666674,-3.482782,-0.18439,1.346422,2.175946,1.413571,-0.370163,3
-1.567525,-2.410691,3.833017,1.831135,-1.906741,-2.50033,1.808824,3.313115,3.568311,4.222326,4.29149,2.074211,-1.341894,1.514329,-5.13815,0.065921,0.877568,0.911538,1
0.281237,-1.141144,-1.269906,3.648474,-0.592107,4.021624,-0.176119,-2.247996,0.68329,-0.977783,0.411026,5.541404,-1.399878,1.107888,1.766414,1.179341,0.134511,-1.565798,4
1.288435,1.803967,-5.427096,-1.823716,-2.076003,10.440613,-2.883278,3.168798,1.305882,-0.418044,-4.101804,-1.010152,0.003357,-0.771939,0.370034,-0.579328,-1.417357,5.615368,0
-0.42361,5.687583,-1.773819,2.042255,5.565997,-3.120638,2.335398,1.71226,0.826159,-4.683164,2.855132,-4.476838,-1.094592,3.214581,-1.262064,4.911403,1.876955,-4.500465,2
4.223907,-3.193942,0.222211,-0.573393,0.586415,2.628853,-8.395565,1.565187,0.126594,-1.102778,0.518295,1.356785,-0.213738,1.347046,3.422852,-0.230104,-1.648261,3.574405,0
-3.606612,-1.052671,6.527273,-1.80574,-2.050082,-2.016768,1.231607,0.444097,4.454081,5.012529,-2.365418,-4.407659,0.428556,0.688819,-0.765907,1.164426,-5.232897,0.888784,4
-0.023785,0.632216,-4.766361,-1.587658,2.058757,3.977568,-1.844578,4.643834,0.831531,-2.900753,-2.180789,3.074949,1.282485,1.014676,-3.612062,-3.578051,-0.056675,1.47978,0
0.193839,3.213554,-4.765143,-0.60024,1.225401,-4.756536,0.869644,3.891288,-2.453356,-0.099677,4.094951,-0.680993,-3.298367,-1.825431,-2.25055,2.587468,-0.563497,2.473409,2
-4.826108,1.810838,-2.33056,-1.842071,-2.36096,4.434036,2.097248,-0.36717,1.498956,3.524339,5.928773,-1.048028,1.516921,-1.152079,4.412551,-2.70172,-1.470425,1.297796,4
-0.023992,-0.740578,-5.585674,-1.280628,0.516287,2.525055,-2.288911,2.314452,-2.297781,-2.505949,-0.424976,2.856712,-2.437686,-2.891959,-0.569209,-1.822472,-2.028703,-1.682477,0
-1.500816,-0.530445,-1.627916,-0.782061,-0.480327,3.681731,1.888509,-4.051452,-0.533696,2.031771,0.885251,2.035453,3.234313,2.577551,-1.966844,-2.395122,-0.110205,0.037323,4
-2.731409,1.50514,2.061402,1.666691,-6.486655,3.507256,0.621629,2.605422,3.059464,-1.920737,4.97427,1.382175,-0.704762,-3.063562,3.199439,0.734235,-1.73366,-2.681041,4
-3.120373,1.687533,-1.087406,-0.411701,-0.470462,-0.373935,4.29462,0.802277,4.997796,0.529577,2.440204,-0.978054,-2.650279,-1.072881,-0.679809,-2.53948,-0.987753,-2.93108,4
2.669109,-4.097366,-2.309828,1.75341,-2.961553,3.331166,1.502744,-1.453698,1.04516,-2.894622,-4.129647,3.821748,-0.547316,4.217535,5.27572,5.356118,2.907518,-1.391458,4
-2.054411,-0.854246,-0.609178,-2.697549,2.122351,0.105043,-0.684667,0.684525,1.107914,-3.249637,-1.554322,-0.36683,-2.817228,-2.105273,1.051507,2.115249,0.293477,-1.476581,3
-8.582893,-2.044004,-0.279484,-1.770945,1.064275,4.72929,-2.910036,-2.913084,4.277077,-0.873619,2.308844,-2.595519,-3.561737,1.728481,0.014757,2.687392,2.061471,-0.282663,3
-1.465918,-3.618212,-1.226316,-2.516555,-0.598047,0.00517,3.830392,0.267553,-2.734721,-0.902305,-1.368397,-6.552314,7.063505,-3.077718,-1.549407,-2.377053,0.225062,2.280095,1
-0.076334,-1.201444,4.300525,1.567826,-3.409671,1.505124,4.549172,2.121198,-0.410026,-2.305829,-1.871493,-1.284335,-0.781033,0.894767,2.221025,0.632029,-1.956129,-3.626884,1
-5.416913,2.427336,-2.148275,-5.017518,-0.598411,-0.306771,8.320612,-0.16502,5.479738,3.36324,-0.82843,-6.380794,2.111544,1.338321,-2.996887,-1.909548,-2.269513,-0.461671,4
2.875081,1.819344,0.704546,-1.181925,0.64904,3.301293,5.11439,1.519435,-4.595823,-0.298857,-2.235499,2.059758,-0.177965,-0.096084,1.27658,0.249717,3.466349,2.956107,2
2.441639,-1.338358,3.74356,4.255556,-4.915783,2.398401,-0.473865,3.854989,1.663202,-3.570397,-2.531677,-1.370231,1.287737,-2.688697,2.947443,2.088186,1.082612,-3.049736,4
2.680394,-2.725542,-3.888418,0.039483,-0.788157,0.354979,-2.002746,1.629682,-1.061758,4.035102,1.197875,6.145963,0.491257,-3.799879,3.220884,1.709968,-2.826647,5.239315,2
0.358596,0.291147,-0.845118,-1.764126,-2.028269,-0.712581,0.252416,-0.330065,2.173154,-1.023397,-0.933006,2.629264,0.541054,-2.026918,-2.016594,-1.798898,-1.478056,1.028037,1
-5.610608,-2.656302,3.533509,-5.090742,-0.363945,-4.435752,3.179142,-2.123836,7.232932,-2.518712,4.885659,-3.561783,-2.031869,0.099962,-8.460098,2.020632,1.897941,-0.164342,1
-1.271384,-0.966984,-0.004547,0.052606,1.211875,-0.658555,2.136126,0.433891,0.717293,2.828411,2.688754,0.092972,-2.223281,0.019871,-0.341085,-1.777846,-3.046548,-0.548329,4
1.507856,-2.173031,-4.635361,2.189325,-0.958556,-3.281609,-0.607228,-0.527943,-1.303253,0.228905,2.949528,4.490959,-2.553498,1.391794,0.869509,-2.821931,-0.36999,-2.556988,3
0.845511,1.061968,-0.631041,0.341217,0.114649,-2.155598,0.342681,2.263043,-2.707585,1.549486,1.274238,-3.393594,-3.870167,-1.754698,-4.265767,0.018611,-0.297877,-2.04728,2
0.830624,-1.176962,-1.446101,2.578411,-0.294726,2.535059,0.002342,0.410344,0.263981,1.833594,1.534328,3.830999,-0.566148,-0.006033,5.038476,1.663156,1.62817,2.123373,4
3.155376,1.498537,-2.039822,-2.305208,-2.633171,0.884895,-0.844767,3.409934,-1.732838,0.751928,-0.090203,2.157427,-0.392981,1.387983,0.109224,3.377024,0.131764,1.512137,0
-1.564135,-4.997708,-3.285398,1.015601,1.060708,1.851529,-1.317266,-0.848466,-1.161553,-0.711506,5.549228,3.268081,0.444891,2.724185,4.004867,2.973295,0.599662,-1.658621,3
-0.685054,-4.542573,2.435429,-0.583003,2.581789,-0.63695,-1.914364,-0.379793,3.481714,1.516877,-0.721395,-4.942952,0.281825,-0.207642,0.999728,-0.932022,-4.504856,-0.348761,4
-1.914485,0.356267,-4.578508,-3.682292,-2.318479,2.305611,-1.313269,0.333099,-0.671014,3.734357,-2.673798,0.590423,2.065562,2.681181,-0.109084,2.382189,1.876772,-0.603994,0
2.162594,1.620103,-1.586757,-0.431074,1.115232,-2.669453,1.110647,0.345134,-0.55188,-0.958768,3.626184,-0.498833,-1.987424,0.373539,-0.220447,3.033322,0.012259,-1.482121,2
2.478098,1.092808,-0.535773,0.11735,-0.676236,1.220528,1.406974,-0.524127,-3.758202,-1.539854,-3.111663,-0.243737,2.779553,-0.471076,3.025246,-2.075833,-0.484346,2.481824,1
-3.118585,-5.228493,4.651603,1.810167,-4.248959,1.10299,2.609178,5.36366,0.745726,-3.544348,2.502805,-2.221924,-4.210135,-0.413769,1.825253,0.093571,0.671804,-6.233619,1
1.532764,0.873499,0.109229,0.132772,3.143528,0.219926,1.167116,-1.524346,2.438715,-1.401892,0.732553,4.604783,-4.434549,-0.179704,-2.81683,-4.15838,5.430843,3.08869,2
0.419959,0.5228,2.562138,-0.491586,4.174709,-1.477858,1.307678,0.297693,1.488024,2.652347,1.090795,-0.602199,1.394766,-0.174398,-2.801598,-0.701243,0.587262,6.554059,1
-1.857352,-0.339315,-6.527161,-6.538107,-3.264652,1.076842,-1.684565,2.898295,0.084047,2.106521,2.734574,5.005281,-1.028893,-0.839082,-2.141961,-4.194309,-4.891678,1.911438,0
0.86348,-2.287273,2.984328,2.339736,1.28463,-1.555024,1.412976,0.968536,-1.169726,1.593784,-6.402806,-0.954642,2.104792,-1.173385,-2.722613,-2.678686,-1.509631,-0.191035,4
0.006357,-1.035917,-0.90114,-8.311149,-2.37779,-1.953296,-0.831439,3.062003,0.343578,1.223275,4.224218,2.952796,-1.632169,-0.665642,-1.537195,-2.446759,-5.331519,0.060245,0
-7.728769,-2.976313,1.834839,-5.617832,-1.040763,-0.49281,5.87738,-5.192861,2.249115,-3.523447,0.701411,-5.153427,-0.517354,-5.209302,-0.721384,5.99636,1.644593,-2.841127,1
0.727853,2.816703,-2.047794,-5.26975,-3.693438,2.376029,-1.32181,1.601499,-2.461305,0.981482,0.761895,2.255604,-3.63859,-0.000967,0.550077,2.297213,-3.66353,-0.415424,0
2.065083,2.289691,1.727285,-0.727041,-1.330425,2.967374,3.219639,3.756316,2.59196,-1.532832,-1.517378,-1.472916,1.507042,-0.121431,0.446173,2.666977,-4.121718,2.395472,0
-3.044059,0.80013,0.830578,3.917531,-0.991255,2.970515,0.733952,-0.541061,-0.406782,3.726603,0.322114,3.845876,1.988694,-0.911984,2.249359,-0.875396,0.298089,-0.711763,4
0.749433,-1.18766,1.903907,5.769392,2.545225,-0.798735,-5.38544,4.627745,0.503169,6.461058,1.651847,4.142969,-1.453173,-4.523963,3.178419,2.370738,-3.709258,0.373711,4
-0.810243,-1.79269,6.361861,-0.256315,-1.521129,2.55565,2.760967,3.182775,1.709908,0.468498,-0.551892,-2.177832,-0.223336,-0.335212,-2.460231,0.312238,-0.87765,-0.38302,1
-6.312351,-1.931612,2.71129,-0.419178,-6.132184,4.463212,3.481479,1.397742,3.435185,-1.852894,2.422838,-3.033742,0.812903,-2.768133,1.159301,8.076145,-4.103828,-2.103248,1
2.345194,1.288921,-1.460212,-1.84279,-3.016468,1.122111,4.16177,-0.698874,-1.787346,0.122793,2.050655,1.673531,1.645336,-1.252128,-0.558908,2.785893,-5.071628,-1.525488,0
4.298075,-1.535686,-2.824514,-4.155197,1.069026,1.92544,0.106436,-1.634552,0.71685,-1.650194,1.220278,1.844342,-4.734383,2.53708,4.145569,4.226102,-1.895163,1.361164,3
1.030828,-0.900763,-3.119111,2.429249,-3.899181,3.748473,-3.975219,-2.282863,-1.936376,-2.877621,0.513503,-1.005319,-2.159484,-0.103694,-1.402838,2.457214,-4.197953,-0.860426,0
-0.055178,1.831323,-0.61083,-2.524494,-0.163181,-0.860334,0.652778,-0.893481,-0.349874,0.302234,-0.073869,3.079461,1.01001,0.315792,0.215674,4.751334,0.219061,-0.927499,2
-0.086438,2.406687,2.823018,-6.165704,3.400526,-2.504018,2.118434,-0.923689,-2.996356,-1.560263,0.302841,-1.532429,-2.835047,1.930184,-6.815144,-0.639487,4.626982,0.941333,2
0.436721,-2.387505,-1.774341,-3.094415,-5.699034,-0.856239,-1.541032,3.581879,0.24766,4.467918,-3.963347,2.910777,0.127915,-4.837059,-5.099364,0.628084,2.726772,4.038224,2
3.472179,1.420427,-2.501556,0.757037,3.20398,-4.242836,0.790817,-1.073971,-0.433965,-0.670001,1.706208,-1.613015,-2.078027,-0.857102,-3.176373,1.645282,0.945559,0.18631,2
-0.135351,-1.81221,-0.156596,-0.755744,-1.861006,-5.029566,2.103008,-2.049505,0.454771,-8.575329,3.28857,-4.88874,0.090063,3.520034,0.251138,-3.914438,-2.695565,-1.101225,1
1.430815,2.871172,2.030247,-1.347825,1.829748,-1.80038,-1.424968,1.351023,0.996569,0.911761,1.249309,3.056814,-2.663216,2.783268,-2.480601,-0.485901,0.154975,0.16251,1
-0.043152,2.159539,-1.994202,-1.904067,1.062989,2.396206,0.259938,-3.058153,0.859269,-0.905523,0.103637,-2.90002,-1.363262,2.123801,-4.981037,2.165623,-0.025925,-3.930245,0
-0.492946,-5.140065,-2.798093,0.5019,2.025626,1.227349,-1.968939,-5.841557,-0.314682,-0.269577,0.413354,1.961647,-3.947672,3.660255,4.384181,3.686563,-0.206343,-0.939926,3
-0.777398,-0.739101,-0.562033,-1.749947,-4.099446,3.672101,2.377142,-0.959941,0.476533,5.026556,-4.474675,5.253076,3.020343,-0.722052,-0.491829,2.069092,2.494784,1.109048,2
3.153618,-0.506262,-3.059328,-2.960183,1.006727,3.73142,-1.05625,-0.149163,-2.345103,-3.178972,2.118315,1.367801,-2.657692,-1.153134,-3.316632,-0.560918,-0.395642,-3.968823,0
4.334169,2.121148,-2.160016,-1.079604,-2.547692,0.182154,2.53225,-0.06284,-1.037817,-0.20853,1.275132,3.700734,-0.73155,5.988282,2.444129,0.904378,-2.7541,-1.415346,3
-3.284941,1.236235,3.375992,0.712788,-3.457307,1.779036,2.706522,2.548577,2.005651,1.005507,-0.761436,-4.914277,2.847658,-5.32717,0.752682,-5.775259,-1.876862,-3.616178,4
0.262373,-3.123175,3.900712,2.726075,-3.251873,-1.193373,-3.830075,4.279651,-1.924755,1.056338,0.440472,-1.453727,-0.60502,0.002011,3.274618,1.21039,-1.512799,-1.64385,4
0.186594,-2.310617,-1.161897,-1.343058,2.437939,1.520975,0.589494,-0.582231,-6.03159,2.981339,3.72142,-0.225283,0.50018,4.09033,-0.82369,-3.12802,-2.707843,0.718408,3
-2.049228,2.533881,-0.166525,-3.305799,-3.018609,2.408401,1.514157,6.043645,-2.587346,0.207216,-0.656759,4.041904,-2.289237,-1.739763,3.001728,1.560515,-0.338972,-1.066253,2
1.455976,-2.176145,0.566329,0.043276,0.727848,-0.718022,1.661048,-0.547894,-0.095596,2.799821,-4.908875,2.476812,0.748022,2.47368,-2.96843,1.99662,-3.323917,2.418071,4
0.627356,-1.451725,2.715955,-0.995119,1.61217,4.025783,2.858556,1.114206,-1.463246,5.31323,0.857525,3.7989,1.598183,-2.5898,4.442904,-1.709432,-0.864312,1.447794,2
0.197918,1.172162,0.892884,3.568791,2.109923,-0.685018,-3.488496,-2.99083,0.117706,1.40415,-0.635616,-1.595702,-0.768093,0.229913,-0.208538,-3.401367,-1.054968,0.129113,3
-0.899302,4.285438,-0.584406,-5.114965,-1.056335,-1.698308,4.845159,2.874212,3.703937,0.801691,1.592479,0.016985,-3.017884,0.044929,-4.327189,-1.145713,-2.927307,-1.547332,0
0.048775,2.995707,2.334404,-4.704522,0.038009,-2.431806,0.777623,0.186,-0.349377,0.611279,5.742266,1.414445,-0.831238,2.359816,-2.337623,0.126359,-0.729663,0.017589,0
-0.714836,-2.763175,1.269068,-1.271951,-1.305304,-1.594376,-1.299322,3.842815,1.608751,-4.502556,3.136734,-1.428885,-1.680544,-0.260835,-1.32465,-0.078692,-2.400971,-3.469069,1
-3.010189,3.067409,-2.552273,0.1922,-1.867877,-1.664595,4.979917,5.3214,6.925752,2.860855,3.547195,-1.359328,-3.339387,-1.401783,1.373121,1.287524,-3.589278,-3.354661,4
-3.439157,-1.71822,6.719795,4.135447,-1.442304,-1.988261,-2.264982,3.737357,-0.166049,4.862347,0.81055,-2.026769,-0.328363,-2.062044,4.366309,-0.532653,-3.30845,-0.185888,4
1.477299,-0.255554,-2.129094,0.641678,-0.802646,-1.956733,-2.964136,2.830752,1.626796,1.977353,-0.181773,3.043251,-2.759808,1.360336,2.93124,1.568777,-1.261264,-0.209699,0
1.008671,-0.069328,-1.918624,0.784054,-0.168787,-0.236495,-1.721165,3.22626,1.682086,3.538779,1.770173,1.279816,-0.654901,-4.270802,1.670569,-1.039438,0.630226,2.568702,2
0.132074,-2.758674,2.117598,0.034874,3.45518,-0.700029,0.257411,-2.533637,-1.417054,-4.313302,-1.211834,-1.611323,-0.098525,-2.93058,1.609512,-4.656302,-1.216623,3.465405,1
4.920815,-5.258219,-2.300807,-0.330695,-3.220507,-0.969946,-1.85414,-2.515798,0.635972,4.024692,-0.839982,5.095013,-0.07312,-2.577662,-1.592031,3.126046,-1.255427,0.991158,2
1.695544,0.636585,3.957881,2.615431,-0.018435,-6.574335,-3.722707,5.335609,3.455333,-0.321301,7.062399,3.451889,-6.313712,4.927144,-3.636017,-1.708271,-0.121782,-1.876722,1
-0.286844,-0.953439,-4.472103,-2.598204,-1.863297,0.405544,0.98103,-2.999794,-0.832427,4.588039,-0.48335,2.600553,1.375136,-0.122397,-2.851063,-0.416044,0.741735,2.963785,2
-0.371317,-2.064214,-0.193187,-2.830696,-3.470462,1.553737,1.942365,-1.366227,-4.084569,7.691163,-2.106831,3.771534,4.056421,-1.744524,1.133546,0.147386,-1.671949,0.188133,2
0.848284,2.561596,-1.850264,0.550488,-3.645508,2.34922,-1.789244,2.153197,-2.489437,-2.026792,0.92529,2.414712,-3.809043,-0.088998,1.084158,1.996456,-4.182754,0.950726,0
3.126281,-4.065698,-4.154227,0.445947,2.360171,-0.552724,0.570074,-2.056948,-2.189164,-1.34287,-0.096682,3.485039,-2.615521,1.761792,0.207456,-0.364323,-1.592234,-3.289312,3
-1.326132,1.20509,-0.127423,-4.233373,-2.298635,3.790594,5.339797,2.330861,-5.394408,2.270241,-2.418315,1.853049,2.867702,0.201653,2.957973,3.301909,-1.44845,-1.378791,2
-2.926323,1.448876,-3.175866,-2.525166,2.418229,0.152092,5.750758,0.338788,7.643213,-0.149694,3.068968,-3.581728,-3.869231,-2.479986,-0.204489,-3.478119,-1.741947,-3.77297,4
-0.580796,-2.508285,1.766195,-5.727653,-2.551297,-0.700527,-1.32863,-0.143821,0.082659,4.456734,-0.28917,1.773976,0.011529,-1.694565,-3.952597,0.854841,1.678378,1.949015,2
-0.344048,1.09178,1.962038,-1.927837,2.480412,0.715921,5.940145,-1.439578,-2.595026,1.89624,-1.236485,-1.369996,0.438526,-0.764792,-7.252452,-0.533626,1.957878,1.046973,2
-3.193946,3.408389,-1.309529,-1.288658,0.233665,1.243129,5.18344,2.068771,-2.549106,0.118676,0.400042,2.344508,1.840114,1.307063,-0.398973,4.653626,-1.590535,-2.646772,2
-5.7671,2.394734,2.569829,-2.716586,-0.287719,2.454026,6.475633,-1.639415,6.281948,1.991375,3.604678,-5.568195,-0.114598,-1.209692,-0.262007,-1.105189,-1.444787,-2.07741,4
0.116956,1.643065,-1.572544,-0.627157,-1.603816,3.78234,0.293936,0.387626,3.767592,2.356973,-1.317902,-2.276572,3.694861,-1.295033,0.926854,-1.592315,0.288912,1.574032,4
-1.048268,-2.85734,-0.737632,1.918463,-5.688801,0.638304,5.510592,2.520973,-0.327523,1.571982,1.100556,0.526881,1.323914,-1.771185,1.079021,0.934471,5.205385,3.084963,1
1.197994,1.849048,6.112664,-3.07756,3.08375,-1.269714,0.110334,2.231929,-1.521008,-1.201395,-0.360471,0.141669,-4.293056,-0.909723,0.023822,1.004764,2.5153,-2.668868,2
-4.146717,-0.969421,3.339287,-2.244632,-4.987138,2.947839,4.250613,-0.111049,1.992216,-2.086872,2.500772,-4.942782,0.487218,-3.722098,-0.216496,4.898513,-1.592072,-1.916167,1
0.958109,-0.339478,-3.190622,-1.459366,-0.773642,-0.261739,1.840909,4.524695,1.988617,0.714103,-0.366844,-4.913167,0.932535,-1.631936,2.10921,-2.033217,-0.671319,0.605907,4
-2.247434,-1.030636,-2.371691,-0.9725,-1.966415,-3.262078,-0.80916,-4.275477,-0.091668,-5.334136,-0.974515,-0.965358,3.638148,-1.642489,0.505981,4.100575,-3.916218,0.956283,1
0.199995,-2.743238,-0.778215,1.008887,3.068133,-2.848589,-0.150627,-1.497579,0.592794,-1.826292,-0.953723,4.414882,3.035533,1.294183,4.837977,1.024152,-0.368851,3.081391,3
5.351452,-0.297226,-8.073403,-3.457087,4.369159,-0.325369,2.245386,0.753318,-2.606854,-0.299909,1.11998,-1.24535,-4.818783,3.574056,3.706743,0.424641,-0.089159,2.920385,3
1.397136,-0.712081,-1.077426,-0.586851,4.267939,-1.589498,-2.024168,-1.856478,2.831279,3.689132,4.335931,-0.037198,-2.196794,-0.83387,-2.67044,-1.712859,1.82321,2.625403,2
1.654205,1.821662,0.910542,-2.825142,-0.722768,4.309181,0.562223,3.077497,2.247281,-1.769622,2.798292,0.579275,-2.12785,1.042247,-1.773521,-0.921138,0.115228,1.278862,0
0.228729,-3.886854,2.019882,0.372117,-4.668183,1.927252,0.389206,-0.567081,2.341987,-2.090404,-5.494894,-5.35176,2.542838,4.399527,4.614724,1.044964,0.354365,0.420795,4
-1.668062,3.031838,-2.058035,-1.963873,-1.167764,-2.109752,-3.101044,-0.433222,1.47852,0.348229,-0.143621,0.953385,3.792683,-0.509513,-1.873362,4.666984,-2.975667,2.106387,1
-2.881486,-0.97094,0.831841,-3.431782,1.001598,-2.010734,1.751762,-2.508095,1.399742,-0.359879,1.872799,-3.601564,2.241019,-3.19263,-2.645378,1.716724,-0.070754,2.252045,1
-0.150925,0.111377,0.027771,-2.083176,0.881247,0.83771,1.417154,-2.127051,-2.694144,2.607766,-0.266724,5.378336,-0.797329,-0.871939,-1.215207,1.848517,-2.119134,0.909477,2
-1.991545,2.818969,-0.091162,-0.161358,-2.493666,-1.267161,-0.905242,8.349091,-1.786686,2.904429,2.435696,0.147423,-1.239942,-1.787567,0.260438,0.987261,3.355396,2.1687,2
0.41734,-1.091908,1.374,-3.406921,-1.311534,2.587463,4.997688,-3.008271,-4.316964,3.869887,-2.006872,3.547649,1.977591,-0.485022,-3.233965,-0.434515,0.899473,2.621484,2
3.052866,-6.849866,-1.885302,1.057196,0.961949,4.933712,-1.386599,-3.877292,-3.216838,-2.77368,-4.468272,-0.040535,6.295433,3.977891,3.703584,0.360572,3.033297,1.163643,4
2.867717,2.616273,-2.421887,0.505484,0.663979,1.073,-1.564468,-2.229515,1.163885,0.36143,3.296737,0.351442,0.408442,4.683766,5.457059,3.970421,-0.602785,2.020145,3
-1.660905,-4.460149,1.179961,1.127095,-2.920025,2.565661,-1.36664,-2.991052,-0.773322,0.225314,0.047933,4.797428,1.785774,1.757598,0.086823,1.487467,-2.839007,-5.519638,3
0.037398,2.424046,-3.410484,-3.166061,-2.583535,4.89901,-3.581268,-0.646698,-0.935403,1.319593,-0.283315,0.38996,-3.737157,2.725385,-1.94284,2.302004,1.920444,-2.641407,0
-0.556037,2.377038,-3.588626,-5.767121,-0.260507,1.81999,6.033913,-0.483127,6.338517,-0.429137,-2.229798,-4.864814,2.413279,-3.127443,-2.772065,-4.143788,3.993128,-1.432521,4
1.474127,2.12161,2.136968,-2.914167,0.887299,1.887093,4.705733,-0.40136,-5.98492,0.477617,-0.174729,2.976622,0.377899,1.740867,0.690721,1.898668,2.09855,1.715398,2
-0.644847,3.096603,1.694804,-3.067864,3.398976,-0.524361,5.813348,-0.027527,-2.073267,1.454111,-2.484307,0.268108,-0.203636,-0.536983,-4.118185,-2.439613,5.263045,1.917914,2
1.314626,3.892033,-3.445653,2.144654,-0.632041,-6.746127,1.206681,1.638318,-3.868775,-0.945512,3.696507,2.964367,-2.817602,-1.158212,-2.7387,4.27955,0.077537,1.167754,2
0.155156,-1.359558,-2.960572,1.032334,4.670087,-6.044647,-0.529313,-1.110986,-0.637091,0.249371,1.974339,3.688537,2.994998,0.854987,0.238039,-4.868472,-3.514925,4.522822,3
