@relation art-01-weka.filters.unsupervised.attribute.NumericToNominal-R23

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att2 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2}

@data
1.602067,2.861692,-2.553363,-2.881005,-2.211127,-2.413927,-2.956378,-3.867825,0.186033,0.037162,-2.030275,0.41307,-0.953008,-4.204547,1.747227,0.789831,5.747457,3.574192,-1.731482,0.236253,1.195249,0.233212,2
-0.723244,-0.703602,-0.758021,-2.059239,-1.773896,-1.330942,1.589031,-5.128826,-3.538032,-1.32203,-2.573788,-1.537616,3.259035,-1.262038,-1.981415,2.121589,-0.284049,3.201429,0.774907,0.889091,-1.056583,3.143148,1
3.891917,-1.508675,1.607281,-2.99403,-1.205484,-1.421079,1.966652,-0.644167,-4.489814,-2.812971,-1.39892,1.222391,1.714063,-0.093012,-1.512575,2.932351,-1.344338,4.5797,1.843456,-1.228806,-1.360264,-0.540363,1
-0.664493,3.35428,2.265313,-1.820015,-4.11309,-2.388096,4.984301,1.086897,-2.151266,2.113634,1.056277,3.978844,2.910112,-0.494569,-2.90789,-1.053233,0.854412,-0.056749,3.128991,-1.892529,0.974216,4.23842,0
-2.15694,-1.931928,0.269175,4.370501,3.265061,0.867147,-1.22869,-1.512678,3.154524,-5.57477,-1.80088,-1.733819,0.079184,-5.209342,-3.809555,1.814012,-0.211419,-1.037821,1.645267,1.923761,0.813998,1.429752,2
1.857839,3.429015,1.151509,2.102053,-1.572972,1.440744,-4.382279,-1.263781,1.965637,0.939243,0.15713,-0.467109,-6.338399,-2.291151,0.074661,-2.089621,0.282734,-1.860593,1.177846,2.604072,-4.217555,0.675605,0
-1.989414,1.588338,0.595178,9.123285,-0.319513,-3.060282,0.375044,-2.239012,-1.75877,2.113113,3.098872,-2.552245,3.211629,1.966548,2.621178,1.750165,-3.307459,1.216863,1.767784,3.474922,-1.510172,-0.718164,2
-1.423625,-1.219748,-0.941121,4.485766,-1.408767,-4.596061,0.29471,1.753266,0.639993,-1.537921,-1.761682,-0.211508,-3.411464,0.319386,-1.451435,2.871507,-1.940792,-1.903992,-0.875306,0.03555,-1.090042,-1.922796,0
-5.507318,-1.826357,2.101167,2.72517,-1.272468,-6.968075,-7.612415,1.531879,5.069646,1.142884,3.321854,-2.13344,-4.390643,-0.117121,-1.485238,3.047234,-3.402008,-3.218185,0.752382,1.04403,-2.448246,-1.050847,0
2.237894,1.560191,-0.278454,-1.655351,-5.329559,-1.236425,-2.609786,-0.939375,-2.792111,1.910207,2.394673,0.187132,-1.731096,-7.861163,1.510477,-1.429215,0.461259,-1.631704,0.997646,-2.478334,0.67068,0.251924,1
2.7087,0.208878,0.91166,8.562246,0.628248,1.301368,0.449431,0.457967,-4.564081,-1.214586,-0.201982,3.394395,-0.966144,-0.483024,-4.250212,-2.991086,-5.892337,-2.988476,-2.478576,2.059906,-2.335786,5.546864,0
-0.564844,0.284379,2.846463,2.162705,-1.287308,1.47159,-0.598755,-4.642552,2.64419,-3.128641,1.011386,1.634323,-0.270961,1.788209,1.745823,2.220952,-0.301484,0.000377,-3.319495,-0.125513,-1.618408,3.602822,0
0.545433,-0.651448,2.184968,3.199071,0.594795,1.724932,2.29041,-1.813055,0.417897,1.832912,1.710322,1.05427,-0.334742,-1.700714,-0.815752,-0.879824,-3.035888,0.44518,1.635128,1.734555,1.868326,0.974162,2
1.489032,2.639422,5.65048,-4.165063,-3.68688,-3.07276,-1.699778,1.721978,1.845362,-6.978467,-2.179051,-5.53109,1.409425,4.905643,-1.477125,3.917233,4.562285,-1.095998,0.855361,1.409043,-5.345535,0.109129,0
1.598975,-1.076089,2.207922,-6.331398,4.07777,0.182778,2.486173,-2.824021,-3.263476,-2.198533,2.505987,-3.271563,-0.28167,0.408715,1.875527,2.044172,-0.848323,-0.018186,-0.237965,-1.778149,-0.155,2.905449,1
-0.430105,0.090558,3.961127,3.040909,0.18712,-2.347571,1.249326,-2.307991,0.103791,2.859003,1.199002,3.281153,2.495929,-3.726064,-0.455937,-0.579024,-0.488964,1.127364,3.015691,-2.907304,0.67896,2.731785,0
2.735267,-1.360845,1.737616,0.64537,0.043029,-5.853216,1.846854,-1.601672,-2.90643,-3.470651,0.378409,-2.48927,5.275427,-8.294904,-5.258757,-0.116764,-1.343764,-1.090774,-0.821953,-1.548045,-5.239089,-3.290766,1
7.352908,2.534188,2.318427,-0.470126,-2.001375,3.287594,0.249855,-0.125765,2.098788,6.634371,-1.375194,2.029998,-4.558086,0.361096,2.734021,-0.760529,-4.305907,0.837275,3.454194,-4.843128,1.952066,4.802,0
-1.033956,-4.527072,-1.478713,-5.04587,0.442819,-1.488036,4.435508,-0.725553,-4.642642,-1.23313,-3.117018,-0.941865,0.386824,-0.015042,0.013905,4.784278,-1.739435,-0.249682,3.45525,0.503254,0.370232,2.117267,1
-4.164273,-1.011772,1.017962,-0.398831,0.621017,2.830712,-0.050196,-0.088333,1.953346,3.198316,-0.466262,-1.848266,0.47175,-2.811899,2.759987,-1.303225,0.481312,-1.558856,-2.295344,-2.796406,4.928992,1.597675,2
-4.642722,-3.098644,-0.921903,6.315606,-4.692513,-3.63067,0.195593,5.969573,-4.832586,0.879942,2.392714,-0.045609,-0.713448,0.086995,-1.322527,1.22074,-6.448668,3.469668,5.651767,0.469699,-6.352215,0.10675,0
-5.486478,2.540472,6.596621,-0.165376,3.434953,2.340688,0.236158,-0.833876,-2.221998,0.168495,0.989866,-3.064554,1.792696,1.364159,-0.492485,-3.918873,1.180325,2.773343,-0.892481,-1.466083,-0.535854,1.86155,1
-1.594051,1.992648,-2.506878,0.738269,-2.27619,0.821155,-1.904177,4.756766,0.248015,-1.036424,3.331696,-2.647917,-5.709481,-5.459715,-2.373413,3.248167,4.373296,-1.190402,7.758534,3.423503,3.19185,-4.588868,2
6.775196,1.090251,-2.276445,2.359334,0.813577,2.021347,0.689149,-1.567191,-0.144696,-0.301137,-5.72628,2.457495,-2.577781,-2.308581,2.030432,-1.264113,2.396337,-2.431561,-4.545655,-0.763328,0.554044,2.562057,0
-3.803721,-0.744172,-2.087571,1.495256,0.568458,1.159814,-2.718539,2.200747,-2.69117,-2.015951,-2.753882,-2.680173,1.542745,-2.892972,-3.089958,2.622881,5.830211,2.607761,1.059107,-4.124448,3.5497,-2.552876,2
6.268067,3.819922,-0.048958,-3.998466,9.024227,1.676215,-1.487295,-1.369652,2.344595,-0.58672,-8.372314,-0.343093,-0.947465,-3.120236,-0.511403,-2.425301,-1.264924,-1.61246,-4.00012,1.287815,-2.430037,3.621829,0
-2.863449,2.358908,5.429367,-3.921055,-1.583316,1.381058,-2.083095,1.586626,3.212274,-2.476426,4.648904,1.165803,3.662081,-2.023716,2.558322,-0.775574,2.601478,3.387309,-3.767755,0.116395,-3.154685,-4.210848,1
3.236318,-0.328909,0.719691,0.193892,-2.519343,0.591183,3.777679,-0.976029,0.384977,-0.78516,-0.829187,-0.470628,1.886295,-3.276362,2.158459,0.600095,-0.385038,1.558694,-2.412741,-0.657315,-2.135893,-1.819145,1
-3.393874,-0.994375,-1.33947,-0.595594,-2.476079,-4.071455,-0.10414,4.106917,-2.442834,4.489341,2.127833,6.220208,2.180446,-3.014668,-6.057722,3.972216,-2.685955,-2.899177,2.057626,-2.934779,-0.322176,2.646864,0
1.991855,-0.636485,-0.251614,-2.878704,0.536052,-1.454137,0.704022,-3.513705,-2.517659,-5.194906,2.219669,-0.585125,4.165947,-3.736364,-3.382575,0.941055,-1.901486,0.914329,-1.450977,0.282803,-3.185854,0.912538,1
3.929945,0.447826,5.577789,1.019907,0.741606,0.35181,-2.100063,-2.164963,-1.293468,-2.121598,0.009338,-0.438668,0.348632,1.800945,-3.441499,3.897863,-0.721778,-3.191913,-4.803236,-0.980818,-0.392126,-0.053268,0
0.70123,3.609806,-4.130121,-3.074411,-0.075732,-2.460963,-3.55186,-0.93336,2.54314,-3.508795,6.111731,3.437068,1.774632,-2.186622,3.731042,0.33638,1.042378,-1.488966,-1.209849,0.071479,-0.344236,-1.724067,2
-2.511155,-0.434253,-4.488736,2.529324,-4.566549,-0.126116,-3.065998,2.16859,-2.493954,-0.924245,4.765897,0.752715,3.650767,-3.644492,3.743518,-2.661823,4.29111,3.581277,3.11123,5.217058,5.47895,1.737547,2
1.975991,1.74145,0.458683,-0.218827,-1.687938,-0.057501,-1.172482,0.635853,3.081037,2.668675,-1.279876,1.176839,-6.598189,-0.369574,-0.011707,0.183806,-1.107753,-4.110476,-1.132967,-3.470568,1.970574,0.339021,0
-3.587067,0.64277,-3.463572,1.836851,-0.903967,-2.613426,0.10584,0.497969,4.410987,0.115626,-0.740976,-1.454303,3.347612,-3.092613,-2.961583,3.719176,3.557663,-0.946081,4.910714,-1.740796,2.192452,-5.279462,0
1.030056,6.15277,-2.209782,4.235352,-6.259263,-3.813997,-2.514201,-2.033854,1.148717,-5.668364,4.481875,1.678013,0.57655,1.060753,2.97815,0.928073,2.104476,0.857534,-0.699583,6.181696,-4.359091,1.830592,2
-3.337595,-2.938383,-2.674542,2.237955,-2.121105,-2.035346,-3.280403,-3.851906,-3.25283,2.519312,-1.776576,0.134928,2.823949,-0.958269,5.825855,4.650299,2.595556,0.783135,0.593175,0.894544,4.56011,1.886982,2
-1.174525,4.807154,1.008638,-0.881072,-4.9059,-0.403423,0.813542,-2.922424,4.789647,-0.773453,4.483935,-4.153814,-4.173167,0.258206,4.659969,0.682228,4.154935,0.318097,-5.524866,0.465014,2.558376,5.074859,2
3.92077,-0.020535,-2.488315,0.689014,-1.830911,2.182346,0.284742,2.045295,-1.024738,2.121058,-2.364606,2.321466,1.738157,-0.432581,-0.361578,0.141433,-3.35656,2.913668,3.729613,-0.531177,-2.889386,1.427034,0
-0.141946,-0.020335,-1.01444,0.463773,1.857688,2.631635,0.251539,4.923964,1.567048,3.754473,-0.885987,-0.570154,2.2381,-2.353774,1.5104,-2.88251,-1.420132,4.787659,2.033111,-4.713894,-1.317141,0.489492,0
0.056706,0.162137,1.947914,-0.17941,-4.927744,-3.934188,0.409201,1.897561,-1.810666,-0.751401,-1.83217,0.37835,3.203638,-0.642334,-0.222548,1.081615,-0.648346,4.584588,1.708854,-2.220464,-3.475617,0.882442,1
-1.113564,3.103255,-1.253286,0.498461,-1.352689,-0.775694,-1.962277,-1.195018,0.790834,-4.003917,3.290292,0.364664,0.733139,-3.627988,2.686003,-2.016697,1.776557,-3.146628,-2.625589,2.953284,1.880801,3.21233,2
-1.443571,-1.834898,4.378826,0.224377,-2.053889,1.24799,-0.305021,-0.423208,3.263644,0.673975,2.583191,0.167327,-2.40828,-2.186349,1.599502,-1.50671,-0.585115,-1.251145,-1.532766,0.896773,0.270874,-1.380972,2
-3.789786,-0.249974,0.993754,1.507553,-0.569841,-3.978682,0.529098,2.454321,1.658495,6.474185,1.555493,2.009068,-4.529607,-3.63242,1.008119,1.855516,-4.048861,2.263844,-0.32914,-1.575104,1.717323,-1.453484,0
1.514463,0.999336,6.039466,-3.240258,-5.534815,-1.347946,-1.437978,-8.565523,8.369565,-2.043829,-1.518401,1.138699,-5.403716,-3.22972,1.97007,4.566005,3.094179,1.029204,-5.792418,0.499021,1.266842,6.932668,2
0.082444,-0.080252,2.521159,3.201121,-1.413284,-1.102455,-1.780182,0.238395,-0.301268,-0.950893,-0.725568,1.835554,2.537154,-1.442976,-0.616443,1.168179,-0.140831,-0.391572,0.25378,-1.564562,-2.047228,0.618813,0
2.233351,-0.014886,1.382341,-6.461242,-0.699255,2.407906,-0.908463,-1.993252,1.795225,-1.297556,1.780286,2.844283,0.492861,-5.413379,0.805438,0.217818,1.837929,2.772455,-3.05998,-1.273674,1.504321,-1.627501,2
-4.145875,1.001118,0.130407,2.494821,1.034664,2.763703,-1.862889,1.920519,1.643822,-0.136268,-0.66582,-0.876043,2.575833,-0.654193,-1.552415,-3.38562,0.140848,-2.756729,-1.495482,-1.893564,3.138362,5.242059,2
1.638665,1.771673,2.758192,-2.215979,-1.138339,-1.762702,-0.094873,-5.153322,4.412678,-1.050218,1.611978,4.047511,-5.163855,-7.572549,0.500852,0.340179,0.622671,-0.508869,-0.572672,4.006211,-2.768633,-3.872819,2
3.655186,-2.733263,-1.278231,-2.905765,0.91148,-6.357358,4.058049,-2.57277,-0.549409,-3.631209,1.252475,-5.25885,1.758653,-2.306764,1.563303,-1.174818,1.260946,-0.538895,-3.23727,-4.435918,-3.285293,-0.71298,1
0.90198,5.082952,0.35686,8.061887,-2.737201,2.065835,0.312331,6.209843,2.538837,2.332914,0.24413,-1.978681,-6.961808,1.184357,4.350456,-2.487768,1.260323,4.150025,3.482584,1.28208,-2.001413,-4.540532,0
-2.098876,-0.801535,-0.863509,2.161806,-2.124348,-0.646142,-3.947028,1.717617,1.342049,-5.972857,0.207619,-2.637456,4.315133,-2.836973,2.404436,-2.429431,1.079097,1.080155,-3.391644,1.329323,-0.073809,4.933864,2
-2.984459,-0.019554,-5.088611,0.753009,-4.30133,-0.195573,7.741532,-3.018662,-0.997867,-4.735901,-1.557569,-5.737813,2.777073,1.463845,3.832104,1.188117,4.83383,1.438275,1.680845,0.544182,-0.851654,2.761559,1
-3.198714,-3.794746,0.671544,0.653407,4.064535,4.632909,-4.857062,1.548264,-1.959375,-3.679184,-2.949843,-3.324481,-1.842511,-2.487319,1.063619,4.889762,1.791263,-3.990861,2.706604,1.708397,2.791407,-4.237376,2
0.284217,0.75907,3.937982,-4.285424,-3.652014,-2.85827,1.341563,0.134909,1.340021,-0.188458,2.494503,-3.793899,0.118031,-1.276208,3.24478,-1.134984,2.183534,4.188524,-2.236014,0.538148,-3.053837,-1.085284,1
-6.056044,1.067988,0.00675,3.581086,1.943455,-3.512819,-1.57498,2.065755,4.41901,2.476963,4.428567,-0.341401,-1.364677,-7.628954,-1.977922,-1.268129,2.008536,-4.715421,1.96964,-1.064948,2.788622,-1.710213,0
-3.297914,-2.337491,0.390461,1.628001,-2.792501,1.748163,-1.102529,3.817199,0.298842,0.660091,2.807977,-0.616475,0.517045,-0.480292,1.81523,-0.027342,-0.938316,0.005653,0.747102,2.774558,5.380112,5.412196,2
-1.098165,-3.000933,-0.659258,-1.846461,1.847376,-2.976222,-3.040958,-2.62096,5.138075,1.681955,0.415204,-2.6894,4.113424,-4.004765,-2.025248,5.877019,-1.384524,-2.427611,0.589633,-3.995763,4.719071,1.420581,0
0.399731,1.471591,2.122673,-3.542782,-0.219698,0.857565,5.527392,-4.030199,-0.986272,3.044474,-0.041099,-5.077129,-2.721244,4.64,1.81179,-2.726406,2.763255,2.002636,1.549077,-0.629638,0.484634,5.273109,1
-1.898306,6.067609,0.851066,3.133785,-4.719672,-1.33101,0.483472,5.541628,-4.862227,3.518862,0.517389,1.032534,-4.701326,2.301285,0.242782,-0.761492,0.714525,2.15885,3.406715,-0.157874,-0.396071,-0.013022,0
-0.51614,1.117833,2.921569,-4.840731,-2.62835,-0.462999,-2.86113,4.73134,-0.242323,1.460981,-1.300679,-2.225876,-0.001424,1.724832,1.980499,1.814807,3.090856,1.720506,-0.888187,-5.001683,-6.757757,-2.54478,0
-2.962174,0.338836,-0.312584,1.380531,3.338315,4.007125,-0.233304,-0.168448,0.054137,-1.804514,-1.810612,-5.685598,3.241599,-2.425314,1.26707,-3.874433,1.964749,-1.827344,-4.567474,0.19579,5.348737,0.099479,2
1.28401,0.020855,0.502648,0.939761,-0.649491,-2.005358,0.92564,1.064246,-0.805962,-1.4208,-3.248548,-0.986815,1.090268,0.796507,-0.036666,1.629512,-2.90261,0.635392,1.979348,-1.453389,-1.298644,2.70991,0
1.858969,0.646647,-3.371289,4.388282,-2.619598,-0.722674,-2.856076,1.25546,2.726576,3.029979,-0.352015,-3.263156,-1.560783,-2.836677,1.959937,3.410062,-4.404954,-2.622037,6.7171,-1.084451,3.071325,4.833107,0
3.673734,4.477805,-1.03035,1.569155,-1.287974,1.303249,-1.525767,1.903358,2.745668,7.39093,-2.538823,2.913589,-4.070619,-2.253964,1.950549,0.756817,-2.227536,1.076066,5.227586,-1.547659,0.410152,3.189287,0
-4.455098,2.144648,-2.332353,3.388705,-0.387795,0.771207,-2.527537,1.245802,2.03921,-6.498414,3.500994,-6.361742,1.294672,-3.283542,0.036427,0.814705,3.639174,-4.512446,-1.067045,-0.276844,-0.900617,0.876575,2
-1.291304,6.508973,-5.255613,0.814372,-1.500625,-0.175592,-2.835833,-2.67378,-3.161556,-5.520662,-1.53208,-1.465445,-3.983826,-1.366646,1.192481,6.369421,9.465385,-1.30653,0.213666,4.764375,1.453701,0.384768,2
-1.660034,0.832166,2.521707,4.419826,2.066593,4.061304,1.365894,2.172917,-2.029094,-0.125896,-0.228749,-0.496904,1.955203,1.329886,-1.945656,0.388548,-2.072736,0.190303,1.145432,-2.389389,0.51425,-4.470755,2
-1.180204,4.102333,-2.046963,2.730178,2.970042,-2.942779,1.109345,-0.723783,-1.838786,-3.741316,4.477141,-2.903454,3.813367,-3.194722,1.337459,-5.100897,4.336903,2.666589,-3.547388,-1.239622,-4.661362,0.524101,1
0.721367,-2.705125,0.424237,-3.334381,5.659708,-3.609994,5.578573,-6.206787,-5.837224,0.224382,0.915839,-7.897837,0.326644,0.16274,-0.004167,-1.27416,2.447495,-1.476353,1.264903,-0.421247,0.470357,5.886393,1
5.400395,2.749472,3.114725,4.486388,-3.705744,-0.494563,4.160084,0.559695,-0.099682,1.391219,-3.661062,3.583928,-4.359289,0.891702,1.647437,0.307915,0.668753,-0.50613,-0.822823,-1.792912,0.875405,1.533569,0
-1.786437,-3.3014,1.620263,-0.576585,-0.939392,5.002059,-3.18081,2.240218,-2.371013,-1.198182,0.821867,3.865951,-1.813928,-1.757254,1.767584,-0.805445,0.69389,-2.40072,2.254639,4.126215,2.278436,-1.960684,2
-1.980247,1.093034,2.312673,3.12615,1.767568,2.306715,-1.28229,2.223102,-0.989734,-0.048199,4.574329,-0.428367,-4.35107,1.608241,-3.113562,3.963883,-1.066406,-4.361834,5.241351,1.325617,3.768483,-1.13033,2
1.961082,5.057301,0.152002,-1.426424,-2.314163,0.213909,1.807538,-1.613992,-2.355617,0.131333,3.320638,1.146767,-3.05905,0.426586,1.428746,2.851028,2.268501,0.173644,-1.48568,1.481932,0.110535,-2.145622,2
-5.482662,-1.213852,1.655936,-5.053589,-6.121339,1.604663,0.857448,-1.459718,-1.910732,-2.748519,-3.203664,-2.67454,0.167104,2.047869,-0.479028,1.074342,-3.015414,2.952419,-0.260702,1.48392,2.878057,2.141192,1
1.079711,1.284046,0.928801,0.696342,0.717707,-8.626975,0.868289,-0.045927,-1.398816,4.143054,6.291053,-1.855276,0.049938,-2.576382,2.169325,-1.642825,5.214815,-1.942834,-0.10537,0.124683,-1.459345,2.556266,1
-2.477204,3.222956,2.385627,4.682342,-8.233396,-2.782758,-3.249529,2.380293,-1.063763,2.332949,5.219464,0.597399,-0.241196,1.682684,-1.664471,0.945274,0.455243,-0.598918,5.366762,2.39179,0.512581,2.532589,0
-1.645191,4.270588,0.5218,-2.992419,-2.832727,0.621806,-2.383809,0.739601,2.817885,-2.128484,3.26411,-2.192521,-1.140228,-0.007871,5.909886,-0.908772,2.592238,-1.386981,-5.90074,-3.845384,2.099005,3.743835,2
1.371254,-0.008234,1.47347,-0.479831,0.165724,0.74904,-1.585766,-2.638087,-3.926185,-2.112042,0.460359,-2.365389,0.767519,-0.588781,2.116803,3.217542,2.860744,2.891176,-2.238679,-0.047739,3.704649,0.237639,2
-2.437363,2.563332,-2.553102,-3.10976,1.36475,2.085475,-0.789073,-5.844845,1.116723,-2.510381,3.050238,-2.411146,1.941262,-0.501405,3.692628,-4.139828,6.58196,3.446981,-4.356707,-0.664976,-1.517136,3.072585,1
2.610991,1.292015,-2.884952,-6.153505,-7.284288,-2.280224,1.319094,-0.442063,4.475141,-0.550052,-1.157767,3.016938,-0.653619,1.308743,4.470122,0.205533,1.902286,4.11859,1.384289,-3.364691,-3.886707,-0.915678,1
1.235516,-3.013198,-1.267502,-0.490841,1.529213,-0.529121,0.357874,-3.027885,0.864173,0.17173,-4.502411,3.124304,3.074481,-2.341047,-1.951689,3.020231,-3.767645,3.890736,2.781424,-1.378534,-1.914834,-0.390886,0
2.809369,6.064597,-1.286169,-0.200441,0.043847,-1.108158,1.6907,-3.377641,-0.767608,-1.687208,-0.865375,-1.401522,-2.799534,0.604577,1.297925,3.102821,1.650863,0.408529,-3.414577,1.667255,-2.847341,-0.38747,2
0.394919,4.105406,1.423339,0.959017,2.295256,0.017768,0.561152,-3.711106,2.314375,-0.736744,-1.670465,-2.456274,-3.410347,1.248481,-1.8798,1.53822,0.787749,-2.844061,-3.475618,2.890818,2.427695,-0.029626,2
-2.557996,-2.029087,0.555241,1.194776,-4.161867,-1.862018,-5.350407,1.299665,3.238595,0.278044,1.424858,1.807944,3.884646,-1.521278,-2.865213,2.750194,0.03013,0.303782,4.353708,-0.64921,-2.097508,-0.72458,0
-5.720322,5.854293,5.461747,0.600003,-4.825523,-1.225127,-0.447705,0.418566,-0.170336,6.120081,-4.185061,-1.592571,-3.265994,-0.504394,1.255028,-4.45767,1.534223,-0.232151,2.526279,0.250513,-0.696754,1.885372,1
0.911604,-0.358822,-2.277588,2.934193,2.964178,-2.488007,-2.977484,-5.795607,4.901403,-4.366257,-1.271875,-0.982773,4.130804,-4.109656,-5.279568,3.429371,1.909851,-5.881544,-0.774195,4.226382,4.135944,-1.921846,0
3.788205,3.277805,1.2177,0.766054,-1.29739,1.487797,-0.279643,1.112415,-2.863684,2.238766,-2.42156,2.63355,-4.290655,2.471429,0.098949,-2.490688,-1.283119,1.290478,1.178103,-1.6909,-3.42222,2.947541,0
5.643775,-0.192733,-1.019909,0.879865,3.617204,2.93244,0.835028,1.812576,-1.831178,0.388515,-5.956327,4.714895,-1.364627,-1.482506,-4.703527,3.821468,-5.675258,-2.730757,-0.203109,-2.745267,-7.272686,3.237519,0
-0.332496,1.316781,-1.636937,-1.889912,-3.104696,-1.246217,-2.359911,-3.818265,2.759055,0.084071,2.929226,-1.917082,-0.67133,-4.979603,4.041216,0.141755,3.12002,-1.310944,-1.426689,2.246008,0.414467,0.429038,2
4.013652,-3.761438,-3.616326,-1.226988,6.411988,-7.131222,0.946879,-3.941361,-1.681588,-0.892966,5.28443,-1.401044,0.266224,-4.911589,-1.221402,-1.404656,0.704298,-1.977719,-4.063485,-5.712383,-3.966631,0.987724,1
-2.752094,4.763158,1.299178,-0.781316,-4.331063,-2.500076,-6.617607,1.390353,0.922453,-1.093316,4.175616,0.069524,-1.043717,-2.211995,2.811664,-0.656294,3.212189,-4.76924,-1.270715,0.656199,3.524505,5.750504,2
-1.677932,2.916606,-0.343777,0.143586,2.671829,1.26883,-1.163389,1.546225,-2.710043,2.639672,-1.59128,-1.147571,-0.72639,-3.320386,-0.298378,2.404491,-1.519045,3.235309,3.484155,-2.965209,0.113671,-1.092864,0
-3.211359,6.331448,1.721866,1.886018,-2.272409,6.426477,-2.736569,-0.946158,-0.828813,-7.687861,3.737414,2.482997,4.717212,-1.889882,0.614098,-3.876978,3.586408,2.231016,-1.866462,0.296152,-0.286407,-1.121308,1
-2.49495,-3.006458,3.005809,3.024349,1.646697,3.964376,1.18094,1.494193,-0.119706,3.839005,-1.584012,-2.277729,-3.465386,-2.173777,-1.727609,0.032758,-1.27349,-0.926918,3.073122,1.090234,1.002839,-1.567357,2
-1.652183,-0.991536,5.421186,6.541155,3.762739,1.629166,-0.260837,-2.348162,-3.923235,-0.406389,-2.127976,-5.552611,1.20226,3.387382,-0.718608,5.551492,-2.107989,0.779314,-0.749654,-1.317925,1.422008,-0.467382,2
-2.608283,-1.245184,3.470814,-0.443364,-1.161945,4.405864,0.514446,3.087074,-0.564589,3.525047,1.787346,-2.766873,-2.890141,-1.398487,-1.217876,-0.040732,0.729633,-1.019173,1.011646,-0.613758,6.560251,0.457356,2
-1.04659,2.350551,2.557049,-3.532039,-6.428574,-0.536481,-4.313337,-1.635701,3.883628,1.50988,1.421074,6.931772,-3.417959,-2.620129,5.188463,-1.652094,3.021293,-0.089949,-1.573434,-1.757307,2.31652,3.774884,2
-0.015787,0.898855,1.446223,-0.625769,-0.255465,-4.581915,-1.751838,1.25612,-2.416506,0.691427,6.640996,-1.898983,1.759429,-5.663742,1.517161,-3.877182,3.254289,1.93027,-0.557842,-1.32276,-1.918669,0.111816,1
3.409154,3.169944,-4.480911,-4.343332,-1.11995,-3.073392,3.216774,-6.033439,-3.295977,-5.110725,-2.708537,-3.709079,4.696169,-5.008532,1.298355,-1.651218,1.291995,2.307143,-0.748315,6.421966,-4.799636,4.32985,1
-3.278814,2.999095,0.566006,3.908859,-0.861828,-2.349115,1.27309,4.34091,-2.196887,-3.358757,0.772157,3.123869,4.283344,1.623074,0.822679,0.887035,0.422099,2.419177,-0.356645,0.517619,-1.182827,-0.715699,1
2.02063,-1.038177,-0.251114,1.489676,0.434412,-2.043234,-2.820665,-2.403451,2.541788,-0.938031,-1.113794,-1.511244,0.972092,0.215212,-0.712117,2.221259,-1.751932,-2.52474,-0.176212,-0.159395,-1.608331,2.136283,0
2.491568,0.240301,2.673507,-1.668704,0.173798,-1.43695,0.774479,-4.168819,-2.188665,0.622831,-2.572677,-1.780546,-0.931786,-6.096129,-0.01414,-0.694453,-0.574467,-1.620652,-0.251417,-0.551211,-1.550308,0.2868,1
0.932027,3.746904,-1.760856,1.048164,-5.013412,1.414277,0.042261,-1.445558,0.110951,-0.333044,2.848806,-2.201843,-1.91352,4.098485,-0.386226,-0.299741,2.354944,-4.661379,-2.356908,5.320179,-2.180342,3.829816,2
1.696687,3.047243,1.018917,0.663361,-1.449752,-1.10493,1.270199,3.449061,0.120236,0.633077,1.869602,1.200773,-0.951038,-2.961673,2.887473,-3.303108,2.507299,0.209748,1.289567,-3.80968,-3.189154,-1.734762,1
-1.339253,-0.068183,-0.521036,5.235768,1.892542,0.291183,2.337181,-0.165243,0.863526,-2.525973,-0.245944,-2.573782,1.361279,-1.089701,-4.228294,0.70222,-1.987067,-1.100116,0.030926,1.065941,0.696721,-1.132501,2
2.024756,4.956899,-1.633729,-2.419344,-2.910063,-2.038614,-2.972198,-6.42734,3.218835,-2.70661,-2.45062,-3.561547,-4.134683,-3.857595,1.985651,3.050527,4.172,-4.000086,-3.611559,6.753302,0.297543,7.559151,2
5.478454,-0.724967,0.195266,-0.235868,0.107942,4.044471,5.208683,-1.256799,-5.755425,-1.406044,-0.129044,-1.915932,-1.573546,-3.734669,3.430514,2.003985,1.065282,-1.855061,2.800111,-3.81612,2.803063,-0.988317,1
-0.121941,-0.219323,1.28405,-2.170007,2.96997,-2.171906,-3.341007,-1.293332,4.60865,-1.441545,-4.756528,3.508298,-4.167242,-4.280862,-4.993742,5.295644,-1.324798,-4.924916,-1.941101,-1.529158,-1.466593,-3.155548,0
1.253984,1.442575,2.469658,-2.207824,0.612212,-2.218078,-2.175595,-1.13022,0.955246,-0.198004,-1.619714,-1.687431,-0.653203,-2.026426,-0.340657,4.110237,-1.476154,-1.557267,1.49137,-1.278744,3.931839,1.392499,0
-2.162978,6.286123,4.183927,-2.842186,-5.557247,-0.798035,0.92654,3.56199,0.034559,-0.450062,-3.968777,-0.856661,-2.691712,2.353168,0.8732,-0.882355,-1.867855,2.0604,-1.10461,-1.087501,-1.042073,-2.517975,1
