@relation art-12-weka.filters.unsupervised.attribute.NumericToNominal-R12

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-2.237806,-1.183702,4.949694,0.312895,0.062458,2.367215,0.987595,2.740203,3.521172,-0.516278,-0.91276,1
1.641652,0.614469,1.726415,0.274926,1.909995,-1.548176,-1.559244,-4.796745,-0.866382,-3.461412,-1.812979,8
-1.960895,-2.47022,-3.151018,0.50967,1.76413,2.186389,1.288137,0.050664,1.367882,-0.887122,-2.236862,0
-0.78358,-1.348571,-0.257772,-2.000488,-1.561168,0.368324,1.566012,1.307323,0.145662,0.063275,-1.018075,1
4.417098,-2.002012,-0.916402,2.235148,1.53341,-0.432457,0.957225,1.314625,1.5433,-3.012434,-2.008203,7
2.879719,-0.899708,-1.204958,-0.974516,-1.370774,-1.359532,0.819999,0.614665,0.864586,-0.523359,0.125337,7
1.386858,3.389766,-0.908495,-3.011471,-0.097544,2.285501,-3.152178,3.244283,0.0848,-4.639134,-1.355662,8
-0.38936,-0.406301,-3.291694,-1.211803,1.970475,2.463709,-1.902399,0.814743,-1.247925,-0.445521,2.866024,8
-1.983374,1.476437,0.318655,-1.797594,0.063027,3.19657,-2.817459,-0.506695,1.151444,-0.820489,-0.530243,0
0.228497,-0.960135,0.417283,0.34582,-0.858052,2.940184,3.481964,1.695209,1.773666,0.887657,-1.034373,1
-0.098467,2.61818,0.425082,-3.129884,1.99082,2.535116,-0.074489,-0.449651,0.221582,-4.207083,0.690534,9
1.1415,-4.784948,-3.035271,-0.925308,0.74251,2.525871,0.549427,-0.712746,2.933306,1.500277,4.054045,5
3.707891,0.233661,0.093365,0.723014,3.564655,2.472958,-1.624443,-1.634241,-1.602526,0.106996,-0.191247,2
-3.925424,-0.209782,-1.688894,-1.270737,0.679526,-2.25918,-3.178067,1.886543,-2.19594,-3.011965,0.386454,4
1.369769,-1.753499,-4.021678,2.571801,-0.034924,-1.512674,1.303696,-1.314626,0.20231,-0.468129,-0.793249,0
-1.515133,-1.809159,-4.0277,-0.979437,3.295233,-1.262101,-1.394962,3.061182,4.361069,-2.210275,-3.646077,0
-1.866785,-0.945408,2.125012,-1.086833,-1.052057,-0.892216,0.10404,-1.147823,1.080972,0.919418,-0.372112,9
0.098424,1.361187,-0.63521,0.043167,-1.801716,-1.877049,-1.495266,0.335085,0.214323,2.823831,-0.839783,6
1.398758,-2.97372,-3.734627,2.537057,-0.132979,-0.322201,1.824949,-5.316837,-0.40346,3.631698,-3.014039,3
-1.090313,-0.491685,1.478774,-2.089283,3.761103,3.700991,-3.284722,-2.36289,0.502224,0.356521,1.13019,3
-1.842914,-1.229502,-1.780653,-0.591213,2.133176,1.091784,3.63915,3.539288,-3.102904,-1.252443,-1.293562,2
-0.458847,-2.560366,3.866997,2.37869,0.141657,0.814213,0.870309,2.367352,-1.387655,0.636137,-3.331637,1
-2.732495,3.212923,1.748028,-2.700186,2.218625,-1.57818,0.383731,-2.027864,-1.216569,-2.17737,2.114303,4
1.333457,-0.279176,0.482395,-0.081794,2.631479,-0.99906,1.922394,1.050587,5.490732,-4.345921,0.523897,7
0.98987,-2.062593,-2.277464,1.828103,0.884651,-2.086525,-0.670517,-1.042927,-1.911156,-1.249381,-1.304308,3
0.705959,0.028974,-0.60843,-1.038725,1.319615,0.895233,-0.428218,-1.727415,0.001924,-0.487234,-1.035369,3
0.044823,2.729792,0.806501,-1.433481,2.08181,1.95083,0.900003,-0.960169,1.312948,-0.405605,0.405097,2
2.711489,-1.983138,1.309685,-1.068466,0.606685,-1.118848,0.315785,-3.329548,-1.361642,0.155729,1.33575,8
-3.05395,1.479381,1.294784,0.211,-0.025876,-2.53197,0.062713,-0.188563,1.716549,0.490066,-0.365562,4
0.114609,2.764965,-0.200051,-0.974664,1.620943,-2.195355,-0.101708,-1.073686,-0.647481,-0.22568,1.162221,6
0.882855,2.726125,0.017345,0.180123,5.756646,-3.353583,-1.945168,-4.577575,-1.898267,-3.820789,0.809742,8
-1.226692,-1.350355,2.57692,-0.881962,-4.375855,-0.27091,-1.448723,-2.395559,0.293312,-1.52631,-3.440641,4
0.486409,-1.193017,-1.534577,-0.413352,0.029799,1.312928,-0.504579,-2.066509,0.565758,-0.512031,0.357717,8
-4.709926,1.438844,0.846164,1.893701,2.134154,-2.666638,-0.682043,0.924806,1.19808,0.06867,0.471337,4
-0.488564,1.012036,-0.202512,-1.150391,-0.592213,1.021662,-1.755498,-0.349312,0.972136,0.267033,-0.318881,0
1.94234,-3.424582,-2.378601,0.43659,2.043826,1.858045,0.09749,0.190027,-0.735142,-0.069275,0.266783,8
1.452397,-2.643071,-2.747523,3.430065,-2.211803,0.0008,-3.067771,-3.696245,2.64588,1.891754,-3.928649,3
0.996669,-2.878456,-2.224165,-2.730862,-1.761515,2.613277,-0.460915,-0.966885,-3.287967,-1.235791,1.387992,5
5.319338,-5.948517,3.382913,-0.361908,2.034102,-4.320531,1.284237,1.985836,2.120026,4.083225,-4.520985,7
-2.102675,0.926564,0.591777,-0.240016,2.39169,1.553018,2.491026,1.327844,-3.047631,-2.542066,0.819455,5
-0.913991,1.323257,-2.4039,-0.756135,1.613724,-0.771866,-0.943207,1.189471,0.944485,-1.406293,-0.509754,7
-0.136592,-0.624232,-1.018463,1.472131,-1.788979,-2.444197,-0.290167,-0.527953,2.178996,-0.753398,-4.288502,3
1.624387,2.735244,0.381703,-1.006592,2.175257,-1.196288,0.236337,-0.582175,-1.449855,0.380875,1.316059,2
-1.655643,-1.474677,-2.619105,0.064037,-0.047274,-2.250193,-1.864945,0.319163,0.359455,3.337047,1.395853,6
0.710161,-1.277664,-2.699665,2.391072,1.253076,-2.618454,1.08617,1.54104,2.818275,-2.47159,-1.519644,3
0.776981,-0.47644,0.255817,4.877299,4.484407,-0.647324,0.626392,1.307928,-1.722457,-2.775034,-2.671026,1
4.06202,-0.191845,-1.405977,-0.963113,2.180997,-4.763901,1.816377,3.138002,2.979683,-0.387012,-3.300013,7
1.837863,1.459961,0.222835,-0.18107,0.600945,-1.444378,-4.131398,-0.692628,-1.018716,1.352579,1.460722,6
-1.906043,-0.711289,-7.517729,6.30153,-2.552834,1.470572,-2.71915,-2.963821,2.286435,-0.918575,-5.406316,3
-0.203596,-2.083166,5.74821,1.202764,1.245765,1.58736,1.27505,2.582468,0.835784,-0.480645,-1.855799,1
-1.203265,1.853601,-3.482848,-1.048646,4.480302,-5.405585,0.679448,1.413292,1.309459,-1.679804,0.830523,0
1.629185,-0.368185,-2.119748,2.340563,1.58526,-0.813621,1.685783,-1.219388,-2.388568,-0.25963,-3.073938,3
-1.80215,0.209293,-1.706541,1.922479,-1.319836,0.179059,0.510453,4.114522,-0.378167,-2.492732,1.62523,7
-2.884503,-3.156613,-0.268978,1.123257,-0.26175,-1.151923,2.8698,2.79404,-3.594937,-2.693156,0.629759,5
0.599731,2.259985,-1.57569,-2.896665,2.257986,0.939528,-0.040859,-2.613276,3.57739,-2.309239,0.205594,2
1.665434,1.242697,-0.767903,-0.924171,-1.651267,-0.075307,-1.332124,1.095497,-2.886511,2.441871,1.850229,6
3.142505,0.060516,1.492825,-0.67538,0.18679,-0.585187,-0.236347,1.247024,-3.750941,-0.07148,1.320047,2
0.705778,-0.751075,2.312143,-2.937665,6.069839,-3.575547,3.599793,1.509847,-3.455888,3.269631,-2.147427,5
-2.628096,-1.471448,1.231031,0.007521,-1.866326,0.506713,3.426677,-2.077733,3.884788,-3.616159,-0.708299,9
-1.272586,-3.228462,3.21264,1.1622,4.771455,-3.148024,-3.532513,-0.633318,-3.174935,1.218357,-1.806315,1
1.710914,-0.288436,0.5844,0.129511,-0.011128,-0.831517,1.722329,0.150988,-2.123657,-2.274959,-2.241474,2
-0.250887,-1.819972,-0.833979,1.671554,6.264915,-2.74898,1.231526,-2.064038,0.763412,0.953963,-2.864632,1
-1.161956,0.852443,1.876973,4.001695,-0.469505,-1.484423,0.293308,0.724142,2.834213,2.400755,-0.367231,4
0.246211,1.486542,0.352813,1.749166,0.824954,0.683115,1.308857,-0.286323,2.241622,-3.617678,0.898466,0
0.30154,-0.545394,-1.16856,-1.870671,2.296448,1.960399,-2.008159,2.815793,-1.495628,-0.656777,1.94734,8
-0.511814,-3.71347,-2.046247,-4.97644,0.204459,1.631504,1.840502,-2.506797,-5.830413,-3.199372,-0.512875,5
-0.945128,-0.811064,0.649642,2.746844,-1.818563,0.322249,4.110874,2.957516,0.749286,-2.282006,0.083693,1
-2.671541,2.760353,2.131134,-2.797435,0.219997,-0.197669,3.274813,-1.666032,0.1189,-0.700969,0.782407,2
-1.517667,-1.060328,-1.444556,0.266746,0.614903,-2.255614,1.634255,-0.252999,-3.642386,2.036402,-4.883124,1
-3.197247,0.639509,1.123777,0.660428,-0.444909,-1.565375,-0.058194,-0.834938,-0.683623,-1.232666,-0.127978,4
1.261059,-3.905031,1.890431,2.424859,-6.308999,2.634961,-1.531064,-0.98919,0.678129,-0.314967,-3.745955,4
0.374928,0.424466,2.78902,-3.732695,-2.450092,1.486335,1.798299,-4.370748,0.0983,-3.37176,5.158976,2
1.173212,3.328008,-1.819791,-3.28371,4.585249,-0.108076,-2.983224,4.381846,-2.021474,-5.73586,-1.137872,8
-2.041841,-1.980371,0.013238,-1.520179,2.175719,0.384497,2.286475,0.884412,-1.601666,-0.348697,-0.835848,5
-2.724284,0.471271,0.750839,-1.791798,0.396754,0.09182,2.534055,1.226516,5.102107,-5.283662,0.674357,9
-2.425376,1.206701,0.078373,2.566341,2.065914,-0.921466,-0.439427,0.906829,1.761217,1.873722,1.357547,4
-0.017329,1.701424,0.646102,-2.800395,2.461748,-0.867083,1.185441,1.299672,-3.017311,-2.327789,-1.398437,5
-3.27541,-0.61069,2.163515,1.673064,0.447131,2.551711,4.767185,-2.207621,-3.902088,-0.882602,-2.322796,2
-0.266366,-0.601042,0.534576,3.109096,2.9458,-0.854252,-0.057651,0.49469,-0.603465,-2.505383,0.27729,1
1.148309,1.560291,-1.81458,-0.344371,-0.812627,1.135101,0.053932,1.166655,-0.909123,-2.85062,-0.522707,5
-3.596454,3.104713,-0.673969,-1.359233,4.277017,5.100495,-0.438704,-2.694426,2.590441,-1.487664,-2.895107,0
0.06398,0.458128,2.027217,-2.466982,0.741355,0.264617,-5.19989,-1.637513,-3.959088,1.249117,4.456178,6
-1.947873,-0.711725,0.138378,2.731983,1.19057,0.659325,0.154907,4.067993,1.382113,2.514055,6.241638,5
-4.580707,-0.593329,-4.412334,-3.166875,2.27339,-0.242418,-3.357548,0.479819,0.261696,-0.474047,-1.110213,0
2.699129,-4.384746,-0.757205,-0.308315,-0.311675,0.86637,-0.073721,-0.653356,-3.348922,1.22968,0.012417,8
0.472697,-1.090082,-0.802869,-2.016442,-1.008384,-1.413621,-0.365413,0.639044,2.371409,-0.227897,-0.508403,7
-3.881707,-1.830981,4.850286,-2.475965,-0.479229,-2.418105,1.051134,0.53476,0.252745,-0.66882,1.489037,9
-1.710146,3.495074,-0.128257,0.234326,0.96305,0.305152,-1.305866,1.999766,-0.521089,1.177668,0.901005,9
0.327763,1.680162,-0.164874,-0.018419,4.580284,0.552033,-2.727498,-1.117322,0.818384,-4.17258,-1.057338,8
1.646276,-0.658275,2.34519,-1.807148,1.40512,1.360528,1.086302,-0.975353,-3.524334,-0.392789,-0.233343,2
-1.562895,0.958703,1.142156,2.646143,-1.015146,-1.876563,1.983656,1.089232,3.346509,3.76237,-0.26942,4
-2.763114,-0.751829,2.210765,2.370389,2.32556,-1.018797,4.195581,0.892481,-0.908546,2.825633,0.470796,1
0.081322,-0.481962,1.00821,-2.356246,-0.840933,-1.096166,-4.889866,-0.580113,0.224448,-1.267361,-1.700906,4
-1.998103,0.208079,0.852639,0.272308,-0.917214,0.456731,4.19081,-0.012343,-2.369693,-1.861223,1.166196,2
2.362197,3.003928,2.019746,-0.361874,0.491265,0.360884,-5.63328,-2.142498,-2.296778,2.156698,-0.411188,6
0.624817,-2.360366,1.579222,3.066284,-1.65498,0.458145,-2.041963,0.735284,3.030922,3.241045,-2.398867,4
1.547428,-3.242088,-2.471555,-2.337725,-0.345143,0.383616,1.829827,-1.159648,-2.729751,-2.202429,-1.034273,5
-1.8108,2.489922,-1.691581,2.64728,1.942711,-1.172451,-2.528599,-4.261456,-0.310052,1.558839,-0.251067,0
1.069331,-0.636267,-4.637434,3.113854,5.076386,-3.541787,4.240725,-0.270197,2.504172,-3.317411,-1.708039,0
0.677368,1.662833,2.1775,-2.605624,0.057764,-0.099564,-2.25376,-2.480529,-1.189612,-1.449175,2.801689,8
-2.198275,1.369743,2.141046,-3.323186,-1.981644,0.652436,-1.069712,-0.324669,-0.95226,-0.107903,0.851417,6
-1.804143,-1.173049,-2.266925,1.508651,-0.632501,0.330417,0.142071,1.788776,-0.297754,-0.552628,5.010578,5
0.274704,-2.360885,-3.228184,0.564667,1.054307,2.84567,-0.840607,-0.298055,-1.532042,0.211499,2.49484,8
3.607612,-4.556033,-2.736089,0.548759,0.404058,-1.171022,1.409908,-4.037528,-3.038829,0.895857,-1.731613,8
-0.444967,1.940392,-0.102369,-3.920603,-2.753452,-1.37261,1.851907,3.686563,2.09396,-0.220201,-2.715261,6
4.999456,1.495434,-0.826121,-0.105328,-1.861345,-3.235026,-1.423146,2.801596,-0.982101,1.655484,3.539327,6
1.705021,2.199318,0.981294,2.436858,-1.139848,-2.948198,-1.529906,2.526965,-1.665507,-7.025285,-4.241303,3
1.870182,3.518117,0.366008,-1.790193,3.092342,-6.075279,1.874031,4.554334,-2.180862,-0.037687,-3.027717,5
-0.019323,0.53234,-1.214424,0.184094,0.985221,-1.271929,-2.761716,-1.465231,-1.100803,0.776409,1.086013,6
-1.457141,-2.451978,1.361948,-4.216864,-1.55385,-1.334648,-1.371563,-0.869825,0.712555,-2.106096,-1.911197,9
1.791475,-2.420832,3.4314,-0.370425,-2.577911,-2.573476,-0.26701,1.830464,-2.130381,-0.190776,-1.443512,4
-2.430396,-1.528479,-0.935359,0.121842,-0.046725,2.049045,-0.136903,0.89293,-0.471502,0.119407,1.616992,5
-2.686568,0.971577,-0.963567,-1.518749,0.47997,-1.268602,-2.487378,-1.3797,1.095191,-3.238208,0.915513,0
-1.705465,0.257076,4.413451,1.182465,-1.883401,-3.759252,0.092132,-0.181436,0.735312,-0.613954,-1.791769,4
-1.381526,-1.024079,-0.506978,-1.6535,2.244999,0.779127,0.951989,1.089444,0.144589,0.059898,1.766478,5
3.259485,0.375027,-0.737365,-1.066491,0.577785,-3.88441,-0.184144,3.935942,0.937785,1.824299,-3.520176,7
-0.259581,0.338576,-1.171379,-1.384566,-0.118109,-0.451206,-0.457069,-0.029979,1.68244,2.16593,-0.439234,4
-0.814372,2.895464,0.475071,-0.206974,2.68595,1.863777,-1.760763,-0.38604,5.048581,-0.74115,-2.224056,0
-1.233037,0.756878,1.73504,1.901824,-2.138295,-2.480415,-2.045454,-0.168258,2.811731,0.60907,-1.582485,4
-1.036565,1.730446,-3.877499,-1.621916,2.695859,-1.428529,-0.166411,-2.000379,-1.078202,2.800259,-1.13775,0
-0.153047,2.00418,0.157412,1.592833,2.240548,-2.968744,-3.522984,-4.063168,-2.067017,2.45567,2.833778,6
3.555113,-1.447652,-0.087574,0.354526,1.861073,-1.324384,1.106788,1.522376,4.908875,-2.452028,2.603441,7
-1.307267,0.626036,-0.745092,0.439247,0.202302,-1.184666,4.272777,0.296019,-2.424355,1.0438,-1.652961,1
-0.438031,-1.582627,2.469622,-0.784033,0.261966,-1.062801,-0.753507,-4.623064,-0.272551,0.397109,0.84969,8
-1.319684,0.406912,-1.062091,0.019509,0.717323,1.085544,-1.343955,-1.829625,0.135478,-1.076453,2.390043,8
1.505728,-3.360929,-0.549961,2.041574,-0.172692,-0.416912,-3.922185,4.080151,-0.326416,1.604701,-0.362045,4
-3.285346,-2.609075,-3.384249,0.174823,-1.745291,-1.792187,-0.506404,-0.003249,-0.081011,0.259622,2.275946,6
2.916197,-4.91086,-0.520168,0.440606,-2.007084,0.596617,0.23242,-2.808768,-2.995293,3.559552,0.582487,8
1.486862,-1.608731,-1.058588,-1.682544,-1.995685,-0.247969,-2.397656,3.196159,-0.112558,0.533539,0.511079,7
4.733361,-0.643524,2.623973,-0.884214,-0.36516,3.428411,-4.452151,0.119937,-1.826834,-1.170743,-1.569403,8
-1.391679,0.10434,-0.111644,-0.416801,-1.190233,-0.340864,-0.605478,2.711088,-1.10394,-3.8661,-0.947419,1
-1.046685,-1.275875,-1.146676,-2.211933,0.624261,0.964194,0.189774,3.377527,-1.649769,-0.153664,0.716159,7
2.269094,-0.308631,-0.009184,-3.291946,2.41755,2.001558,0.104405,-0.728616,-1.354002,-1.98411,0.881749,5
0.415856,0.888068,-5.522262,-6.726252,4.34167,-0.14261,0.518889,1.760993,-0.540434,-2.282141,0.938495,2
1.759748,1.093452,-2.39142,-0.163992,4.374898,0.253473,-3.285916,-1.377266,-2.791551,1.394217,0.816316,6
3.665185,0.71478,0.528875,-0.233,2.096414,-2.797865,-0.738971,1.806318,-3.034868,0.45524,-1.493014,2
0.891469,-3.378738,-2.996779,-1.515578,-1.226393,2.010515,0.229401,-1.679129,-1.565928,0.239242,0.849665,8
1.296239,-2.178618,-1.296138,1.862719,3.391261,-0.612785,0.68877,1.041059,2.329772,-1.674969,-0.498028,3
1.06934,-1.584834,-4.704711,4.441863,3.005958,0.632195,2.463826,-1.840158,2.205108,-0.119058,-0.974658,3
0.263695,-0.918598,1.323288,0.59073,-0.567841,-0.905552,-3.804212,0.949607,-1.455059,-1.374907,-0.00668,4
-1.271418,-0.136564,0.886382,-1.538338,-0.303727,-5.507839,-0.710612,5.102564,1.034581,1.13511,0.503297,9
2.452593,-2.17184,0.987195,0.037826,2.33344,-1.450183,0.624376,-1.768008,2.440565,1.452481,0.120957,3
-0.377263,1.872436,-0.482324,-0.785791,1.140363,0.031507,3.34331,0.765481,-0.268845,-2.357786,1.220714,2
-0.262266,-1.417862,1.147411,-0.418473,-1.232502,-0.962278,-1.755427,-2.171871,1.696457,1.423091,-3.817794,4
1.968469,-2.233693,-1.835815,4.190145,-0.540791,-4.887767,0.875812,-1.651773,1.231401,-0.353355,-1.968985,3
2.996016,1.482742,1.414741,-1.486344,-5.673494,-2.109059,-2.569329,3.594834,-0.610931,3.449713,1.694652,6
1.682067,-0.882877,-0.315118,0.635628,-0.746484,0.720532,2.405921,1.082277,-2.17474,-3.138853,2.400588,2
-2.787406,-2.416883,1.573035,-3.292186,-4.486731,-1.366797,-0.934315,3.34127,-1.554192,-1.428044,-1.640246,1
0.727721,1.666598,0.902553,0.05145,-0.144748,0.506385,-2.870013,-2.251732,-2.22133,-2.236205,1.054945,8
-0.625906,-0.737256,-1.802779,-2.962296,0.569327,-0.369499,1.067068,3.927528,-3.652374,1.172588,0.476009,7
-1.552802,-0.66401,-3.01224,-1.87672,0.134607,-1.202534,-1.868967,-1.549542,-2.005252,-1.191537,0.017687,0
-0.825122,0.785417,6.668592,-0.124391,-3.548358,1.175948,1.872184,-3.074074,-1.179892,0.777266,0.967545,2
0.4195,0.764244,1.320324,-1.77442,-1.248018,-1.725311,2.08644,0.698311,-0.856097,-2.516375,-0.444967,2
-1.835952,-0.42935,0.175927,2.145573,2.541663,-4.06162,4.599497,-0.339931,-4.7207,1.871081,-1.971888,1
-2.233625,-1.547143,-2.775199,-1.348867,-3.599289,2.786113,-0.083429,-2.521752,0.123914,-0.730812,2.016435,8
1.056626,-0.363741,-1.968764,0.373653,1.468779,-3.83623,0.895807,4.743055,-3.192504,0.136008,-2.144832,2
0.805784,-4.894701,1.703629,-1.274237,-4.513952,-6.49353,0.166251,0.305932,-4.575391,3.865107,-0.74034,9
-2.015638,-1.509793,-2.442053,-4.635528,2.104274,1.766143,0.109067,0.803864,-2.730295,-1.80005,-1.162207,6
-2.466613,1.632945,0.116644,-0.509353,-1.69565,1.131793,-5.161027,-3.314697,0.722107,-3.536892,-0.979645,4
-0.771598,-3.125346,0.506565,-0.072272,-2.373129,-2.117137,0.45966,3.193634,0.131549,1.459277,2.491688,9
3.007234,-0.182131,-3.483152,-2.4234,-1.490674,2.635644,-0.704543,0.119056,-0.850302,-3.4655,-0.88716,8
-1.209826,-0.831585,1.472627,0.255087,-1.900597,-1.086243,2.085605,0.63077,0.386949,-1.336852,1.463361,9
-2.003172,-1.768659,1.112963,-1.238901,-1.708079,-1.790305,-0.848324,0.33749,0.060099,-0.57854,-2.455078,4
-1.914873,-1.707081,5.013944,0.378571,-3.323925,-2.201638,0.861183,-1.63395,0.310253,-1.568578,-3.749412,8
0.970048,0.870014,-1.784778,-0.740132,3.247966,0.167742,-1.982758,-1.386386,-3.301568,-1.2723,4.066644,8
0.024333,-3.205593,3.494256,4.015225,-4.262432,-0.895593,-1.511463,1.497626,2.846527,1.829334,-3.429601,4
0.353628,2.777434,0.396393,-1.425334,-2.084534,-1.369763,-0.677265,0.647328,-0.972645,1.284845,0.129656,6
1.563692,-0.010416,-1.722795,0.390359,-1.70665,-1.332699,-2.523868,1.044257,-0.32,2.594808,-0.377543,6
-1.996685,-0.66204,3.757027,-0.189253,-1.719734,1.001535,0.514478,2.715354,-0.191498,-1.487897,-0.464897,1
1.110049,-4.164725,-2.028118,3.141211,0.415679,-0.422411,-3.136473,-2.503344,4.127187,2.396866,-0.625905,3
-0.51942,-0.840241,-0.91479,-3.179655,1.31244,0.666313,-1.264736,0.38067,-2.049625,-0.615449,1.221545,6
-0.65538,0.835836,1.597523,0.592542,1.410124,-0.054178,-2.326679,0.391736,1.575643,-2.395063,-0.937996,3
2.966075,-2.652731,-1.552357,-0.642511,-0.622445,1.749289,-0.69015,-1.068894,-2.049921,-0.400392,-0.321768,8
1.611041,0.927587,-3.371148,1.994459,2.906384,2.076509,4.203794,-0.523093,0.874676,-0.227995,-2.827883,0
-0.361323,-0.397108,-2.511835,0.457343,0.049273,1.265536,-0.616375,-1.249995,1.933553,-0.01771,-2.338121,0
-0.601643,-0.14856,-2.484987,1.953407,-1.849853,-0.858794,-3.827434,-1.970937,2.64843,-1.668108,-2.132429,3
3.811826,0.934681,-0.665185,-3.058051,2.977015,1.056983,-1.368683,-0.622083,0.135929,-1.366497,-0.001399,2
-1.189553,-0.975371,-1.597677,3.653668,1.368741,1.401962,-6.435084,-1.576676,2.414465,-0.903159,0.309411,3
2.154265,1.867511,-2.472098,-0.130793,5.240057,3.225715,0.246888,-0.490484,-0.33615,-1.444228,2.53875,2
-0.635915,-3.53607,-3.12575,-1.651934,0.67079,-2.403722,-0.669475,0.79209,-1.875684,-0.719352,3.306132,6
-0.979627,2.803956,1.127981,-1.548367,-1.084411,1.548697,-1.849254,0.159192,1.249314,-2.652888,1.036119,0
1.607885,-6.492132,0.164425,-2.944445,5.957033,-3.236835,4.186484,-0.79756,1.033866,1.321146,2.163275,5
-1.210628,-2.855622,-0.074051,-0.067546,-5.363832,-0.732414,-2.3811,1.653032,-0.017056,1.029806,1.080206,9
-0.839456,2.924106,-1.187746,0.955004,2.602082,-0.259469,0.179325,-1.565537,2.813601,-0.037456,-0.130128,0
-0.183319,-2.214096,1.760284,1.749252,-2.425472,0.28734,1.956424,0.410561,1.990829,3.032694,-1.655783,4
1.845667,5.938777,0.983708,-3.287631,6.045348,2.263835,-2.116213,-4.233181,3.040736,2.095053,-1.197664,2
5.602801,0.957711,2.37971,-2.654316,-0.024269,-1.148261,-2.284943,-1.091132,-4.349613,-0.266928,1.131366,8
2.290504,-2.246989,-1.881302,0.136102,-1.985553,-0.388822,3.348748,0.16306,-0.557138,-2.134118,0.805878,9
-4.736934,0.965789,-1.468431,1.83794,1.486265,0.756134,1.01229,4.441653,2.271439,1.474212,3.90821,5
-1.349868,0.317705,1.505363,-1.053579,-0.350699,-0.049987,0.254091,0.351042,2.020685,-2.644689,-0.161478,9
-0.838208,2.161834,1.392062,2.003536,2.033184,3.957938,0.429118,0.387936,-2.661457,-2.089688,1.571485,5
0.665458,-2.212631,0.544578,-2.867112,0.081736,1.684102,-0.712938,1.369298,0.815383,1.679155,1.61516,8
-4.674691,2.076844,-0.047792,-0.224978,0.118495,-1.531654,-0.440341,-0.787093,0.204883,-1.475382,0.618004,4
-1.354697,0.352567,0.610361,-1.480983,1.767464,3.834733,1.294454,-1.067419,-3.647967,-2.3428,-0.572658,5
-0.702292,1.261116,-3.481023,-1.755688,-2.715813,-0.004645,-0.94944,0.741669,-1.462755,-0.681631,-1.698748,7
-1.665684,-2.703254,-3.038124,2.263233,2.105868,-0.154035,-2.203646,-1.069225,1.178402,0.545051,-0.234549,3
2.090564,-1.023479,-0.370591,-0.843054,0.417057,-0.154825,1.212607,2.973551,0.23516,0.392127,-0.179945,7
-0.201362,-2.238649,1.002724,1.789505,-3.30552,1.134304,-0.091394,0.158089,2.083044,1.520636,-2.259554,4
-1.191011,-0.546687,0.062821,0.788659,0.036909,0.720846,2.967478,1.767144,2.035682,-1.095205,-0.895714,1
-0.634695,0.797164,-1.141389,0.616276,-1.87606,0.078756,-1.848038,-0.397142,2.260254,-3.417208,0.508361,0
0.548301,-2.072967,-0.759101,-2.504032,-0.870298,0.953468,3.617679,-0.470078,-3.958578,-4.450127,4.43553,2
-3.596338,1.701248,-2.40955,-1.966556,0.329305,2.329544,-2.957561,-4.619965,0.065594,-0.176321,-1.593939,0
-3.08257,-1.587681,0.387329,0.833951,-3.130565,-0.544015,-0.332118,3.372947,4.472849,0.114714,2.264173,9
-0.444072,-0.156943,-1.582272,-0.720515,0.431541,2.178374,-1.68532,1.2011,-2.259971,0.590342,4.570763,8
-1.467407,-2.304458,1.284757,0.829604,-0.149299,-3.571277,-4.589751,2.187314,-0.826055,-0.248631,-2.032178,4
-0.784262,-0.160012,2.419889,1.430558,-0.184242,-0.066546,1.786529,2.427364,-1.310498,-2.613552,0.616301,1
-0.203109,-1.667837,1.994489,-2.592421,0.426297,-3.501118,5.134542,-1.403524,5.316014,-3.844539,-1.252553,9
-0.65804,2.501304,-1.52182,-0.620946,-2.282868,3.694091,0.226732,-4.919094,-3.535787,4.280385,0.412006,0
-0.403763,-1.830901,0.609822,-2.432054,-1.349143,-4.208037,0.102284,-0.633216,4.745437,-0.571944,-3.917622,9
-0.776212,-0.639177,-3.285424,-1.12021,-0.06504,-5.928542,-2.60301,-0.222996,-1.248261,-1.454255,2.32524,0
0.987768,0.432775,-0.11312,-0.849655,3.368924,-2.675982,1.921242,0.558139,-1.990945,-3.873363,0.922633,3
-0.856796,0.600689,-0.567859,-0.90117,4.516074,-1.784897,-0.933181,-2.378937,-0.72236,-0.806751,2.743313,8
-3.983608,-1.035352,2.877313,-5.021075,-2.190909,-2.891041,-3.322597,1.131015,2.283137,-3.278652,-2.073348,9
0.475363,-0.320341,-2.309572,1.715311,2.687303,-1.239748,0.588717,-0.027013,0.863489,-1.681979,0.165345,3
3.925137,-1.847966,-2.809953,-1.813464,-0.361331,-2.027879,4.336759,2.30475,-0.605223,-4.041635,1.59568,9
-0.037683,-0.886297,0.236904,-0.832756,-1.34173,-0.981113,-0.683101,1.24497,2.263597,2.112724,-1.687847,4
-0.554534,-2.071387,1.040246,0.727405,-0.425831,1.114102,-3.239113,0.47359,-0.717635,-0.962251,-0.873707,4
-3.231906,-0.584493,-0.289669,-1.404789,2.177981,-0.449622,1.751335,3.506022,-0.663192,-0.166278,-1.128705,5
2.678271,-3.144802,-0.848752,0.677268,-1.740179,1.807352,1.041705,-5.262171,1.583874,-1.768647,-2.36942,8
