@relation art-17-weka.filters.unsupervised.attribute.NumericToNominal-R21

@attribute att0 numeric
@attribute att1 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
-1.594076,1.172344,3.56749,0.291867,-1.089121,-1.746354,0.877338,-3.142898,-0.452915,-1.532975,-2.304363,1.683853,-6.787167,2.599551,1.575413,-3.939178,-2.513439,-3.559608,0.007007,-1.322164,1
-0.202908,-2.447064,-0.121476,2.708402,-0.933071,-7.52809,-3.947692,6.369135,2.061518,-1.203072,2.138564,1.919506,-1.898977,2.914547,0.771884,-0.754479,-0.686986,-1.061369,1.03684,-1.817827,5
1.875561,1.699433,-5.410474,-5.967259,2.302,-1.843194,-2.797368,-6.454515,1.560152,-1.749108,-1.650474,0.745949,-2.489941,-1.930286,1.473549,1.393832,-2.492819,1.10452,-0.331202,1.409882,8
-0.801842,-1.280878,-0.116017,-2.832856,1.760604,3.563869,3.687331,-6.384374,1.263105,-4.849225,0.546346,-1.623305,-2.374849,-2.872683,-0.700386,2.256524,1.010215,0.180775,3.183141,0.111856,7
-2.071066,1.000884,-2.203043,1.459845,-1.581471,0.81351,2.421584,0.872357,0.71074,-0.437905,-2.723426,-0.026904,0.578176,3.429333,-2.143513,-2.750405,-3.39489,1.302626,-1.583466,-0.480855,4
-3.373421,0.62087,-0.798369,-5.97753,3.80628,1.469027,-0.017317,-4.419837,-3.232981,0.32137,-1.647467,1.194346,-1.334061,2.045035,1.084184,2.604463,0.173653,3.078619,-4.805354,-1.372199,7
-4.139477,5.604077,1.969374,0.75579,0.600367,-2.950276,-2.984816,1.616613,-4.747038,-1.336807,-1.272031,-0.803744,-3.178301,-1.877892,-1.468481,4.251538,3.36876,-0.278384,-1.641235,0.610653,6
3.319003,-0.772813,-0.859557,1.853919,-3.161827,-1.813996,-2.277131,-1.63976,1.804272,-6.353224,-1.350965,0.668741,-0.267857,1.952658,2.877245,-1.268723,1.022114,-1.681359,2.105699,2.9514,0
-3.310859,0.165286,-0.946475,-1.476426,1.823837,5.617523,0.852939,0.235534,4.759976,-0.464636,-2.646362,-1.931591,2.264578,2.373071,1.487938,-0.045334,-2.688147,-0.091699,-1.144482,1.308543,9
3.472449,0.485696,-3.92646,2.900513,4.020573,-1.444132,-0.767106,0.262777,-1.965965,-0.043481,0.929342,-6.094814,-0.470001,0.424672,0.812372,-4.605166,-1.772949,1.592583,-1.366158,4.809441,3
3.8309,-0.066532,0.689678,-3.315478,4.484238,1.848261,-1.885528,1.303408,1.836388,-0.62634,-2.741999,-3.231519,0.49977,-4.028214,0.881412,2.063868,-2.534757,-0.714158,-0.853146,2.103512,3
4.420667,0.973806,-2.34651,1.95408,1.766456,2.338284,-3.083321,-0.145957,-0.193789,-2.414084,3.750207,-3.271927,-4.991441,0.03601,-1.579165,1.2909,0.943674,-1.58873,-1.826344,1.623078,2
5.183242,4.475908,-0.912876,2.482765,0.255335,-2.309689,3.414133,3.430291,-0.457123,1.665433,-4.223527,3.081026,-0.110102,1.12747,5.528552,-2.350216,1.916041,3.614642,4.119631,2.440599,0
2.155051,-4.381668,-0.519133,2.382855,1.963835,2.588176,-0.471033,-5.416619,-1.515228,-4.007299,-2.654175,5.163318,-2.00618,2.949512,-2.437027,-3.904898,0.907046,-4.657585,-1.846045,-2.028088,0
3.153694,4.084686,-1.395574,2.408824,-1.807987,5.084199,3.673261,-3.314251,-4.112125,3.196013,2.353085,1.151829,-5.213886,-0.870858,2.6898,-2.522397,3.460256,0.072896,-6.765722,3.700422,1
-2.350923,5.666903,-3.718411,0.746645,2.059946,-3.061978,-2.131646,0.466403,1.04851,8.413909,2.66151,-3.315349,0.381262,-6.314572,6.150035,5.595762,-0.072406,-0.466936,4.274544,-3.213628,9
-3.293092,5.468907,2.309921,2.4511,-2.929427,-2.660058,1.184053,1.588786,-5.080409,2.453469,5.050625,4.673355,-2.608504,-1.890972,0.482129,-3.739377,0.807423,-1.363451,0.803345,-0.935393,2
4.003912,-0.701085,-1.238777,-1.123246,2.021483,-1.777969,0.400484,0.496782,-0.613403,-2.560823,1.968186,-6.84831,-1.045455,4.448678,0.117448,-3.152678,-0.31168,1.119374,-0.880862,-4.44752,3
2.784959,1.718334,-3.086337,3.287178,0.918556,2.403132,2.159181,-0.667188,-2.618464,-1.216566,-1.947121,5.099028,-0.437455,3.99539,1.080017,-0.627156,3.635864,0.893438,3.254355,3.295799,0
4.602566,-0.922046,1.783051,10.45919,-2.254515,-2.318546,-0.460899,-3.338347,-4.190597,0.964207,2.500026,4.325723,-2.119833,2.985478,3.999136,-0.760757,0.682412,1.849258,-0.565346,3.742461,0
-3.329342,1.804903,5.276898,-0.142699,-1.137353,3.145436,3.726555,4.099476,2.018543,-1.318421,-3.15813,-3.126302,0.738611,2.179003,-2.886461,-0.354937,-0.823033,-4.261504,-1.847877,1.075948,9
-3.726704,1.017529,1.335449,0.372919,1.0996,5.205336,2.943498,-0.492436,0.843062,1.02037,3.2911,1.323142,-2.336164,-0.637285,0.000295,-6.395271,2.416393,-1.528976,-0.773965,-1.888216,1
-2.456878,2.203517,-2.350299,-4.373226,-2.254303,3.246673,-2.247645,4.362054,-4.596667,-4.074365,-1.578373,-0.43848,-5.336901,3.981282,1.464512,-4.138192,2.982061,-0.453128,0.419733,1.95652,6
-0.257672,1.888898,-0.028489,3.679446,2.210629,2.271452,-3.438291,-2.135396,-0.929397,4.712654,-1.311627,0.982088,-3.992038,-0.587367,0.387295,-0.36041,1.120704,1.788113,6.751627,1.952138,3
2.729422,-0.025773,-0.904646,1.161111,2.857486,0.621432,2.625671,1.333272,-0.39401,3.425825,-1.67617,6.113125,-0.940653,-1.402845,3.155241,-0.56447,3.068324,0.527666,0.581363,-0.929164,0
0.341159,-1.283971,1.605881,-2.819981,3.949668,0.294143,1.047248,2.788349,1.299664,0.865067,-4.133012,1.323513,-4.86906,-0.408856,1.146307,2.496823,-2.535413,0.239811,2.585698,-2.170165,3
-2.449233,0.103659,2.030704,-1.433288,1.883561,0.785878,-1.243353,-3.373724,-4.650797,0.284194,0.919914,-0.822346,-1.267235,1.004464,0.63657,-0.685839,-0.870958,-0.279479,-1.422009,-4.13594,7
-1.853207,2.908421,-1.397308,-0.376476,1.574992,5.8692,1.363649,1.613186,-2.834367,4.777413,0.322986,-1.957472,-0.304516,-3.010079,-1.849251,-2.451682,0.928547,-0.093894,2.78893,-0.607431,1
0.853274,-0.627135,5.371077,2.162972,-1.53246,-0.479467,0.218132,0.508412,7.771712,-1.132645,-0.783485,0.749568,-0.740816,0.492236,0.481834,-2.024731,0.969409,0.918323,1.216894,-3.238625,3
-0.522856,2.431617,1.867981,2.377157,2.297174,-2.029622,-2.512961,-2.279669,-0.205835,-1.38717,1.643226,-1.667895,-1.899073,-0.90974,-3.111018,-1.035182,0.664607,-0.918185,0.901609,0.68254,7
0.183441,-3.221153,-0.239982,-5.646246,4.217821,4.494903,-1.514845,0.856159,3.299317,1.301649,-5.922351,-1.552747,-4.358046,-4.398873,0.172942,2.653552,-0.979645,1.802051,-0.356425,3.440794,3
7.258248,-0.606793,-0.908184,-0.627423,-1.945589,-1.364307,-4.156987,-1.088031,-0.4248,2.106839,-1.360981,-0.94558,-2.945929,1.376199,4.020632,-1.551095,0.287804,-0.798842,3.635849,3.395622,8
-0.000502,3.861781,-1.646076,-0.402439,-2.946677,-1.349817,-0.615413,-1.305305,-2.26414,-3.741576,-2.320309,-1.616142,-2.235194,3.785309,-0.480128,-2.982961,-1.114434,-0.178476,0.811046,3.159858,0
-0.806003,4.690869,1.326474,-0.692587,-2.913253,-1.486293,-4.47524,4.367542,-0.969407,-2.887149,-2.077115,0.454874,-1.838524,0.874534,-1.388566,0.109916,1.637453,0.025184,-0.568159,1.276423,0
-2.582084,-1.787916,0.273918,-2.504205,4.757085,-1.741026,2.101232,0.024657,4.043515,-0.677535,0.992538,-4.843041,-2.123645,1.740399,3.082855,1.976084,0.82749,-0.537365,0.671327,-3.910753,7
-0.527822,-5.750668,-1.6994,0.382529,-3.933773,3.318066,0.3245,2.542605,0.370419,-0.368411,-0.387655,-3.925001,2.062261,2.226319,4.276106,-4.042564,-5.939602,3.155309,-4.956322,0.798237,6
2.30726,-1.00333,-5.778946,3.744876,1.507706,2.92261,-1.032509,-0.998197,-0.854693,-2.32127,-2.165459,1.618572,3.833189,-0.833668,1.921302,-1.756769,0.43801,3.998394,0.627164,1.939502,0
-2.520843,0.389476,0.712297,-3.919263,0.171236,-0.119517,-2.265269,-0.293342,0.305869,2.731232,1.468137,1.782225,-0.896306,0.885182,0.272988,0.06486,-1.246504,1.249336,0.150156,-0.608301,1
2.642346,-0.38751,-3.886545,-0.338896,2.057895,1.222966,-1.076179,5.452316,-0.581343,-2.626238,0.391673,3.240938,-0.119009,-0.37284,-1.230873,0.36875,3.926079,-0.489396,1.852502,1.220018,2
-0.739337,-0.243188,-1.242078,0.617632,-1.102036,-0.083546,2.16578,2.853538,4.355606,-0.853745,-1.227676,-1.350449,1.009649,1.383573,1.697602,-3.229367,-2.245746,0.807875,-4.054996,-3.069199,4
0.868778,-0.988282,0.683052,-4.237283,2.842717,3.23739,-1.517156,-1.128272,-4.011739,-0.600897,1.53209,4.364091,3.689952,-6.64462,-2.163008,0.995153,4.313116,4.68805,0.35921,2.703985,2
-4.916746,1.202984,1.494104,-0.174823,-0.705381,1.46467,0.382866,-0.851528,-0.123071,2.773705,-0.101838,-0.011152,-0.987909,-0.940267,0.054545,0.514882,0.901047,-2.945354,4.192,-2.502069,1
-0.676843,-2.520729,3.358153,-3.193614,3.780115,3.065087,3.291387,2.362228,-1.737492,-1.8937,0.77774,-2.061421,-3.800742,-0.066345,-1.253868,-1.713079,1.214006,-0.353261,-2.760007,-0.175387,1
2.37412,1.44253,1.71568,4.480309,1.149919,-3.191162,-4.081319,-1.544689,2.201182,0.437077,-7.145943,0.358871,-5.650975,0.036617,1.945743,-3.406393,-2.290847,0.129206,-0.889677,-1.028743,3
-3.337954,-3.741493,-1.299809,-3.885622,-0.903245,0.109101,2.939932,-0.481922,3.577075,-0.711707,2.394685,-0.996742,3.108299,1.035255,3.054318,-3.113072,-2.412543,2.949443,1.312635,-0.025898,7
-4.427868,5.078113,-0.046889,0.914855,-3.267423,0.016167,-1.43968,-0.81769,3.633974,3.432837,4.57168,0.686833,-2.522018,-2.939402,-1.624078,-3.956647,4.56835,-1.724938,-3.173089,-0.023374,1
1.695012,1.679784,0.867118,1.975234,4.26625,0.404274,0.752468,-0.300413,0.715081,-2.827094,6.193544,2.389827,1.133678,-2.330161,-1.267341,2.755601,-0.696986,3.932951,0.020928,2.251867,2
3.686997,-3.174629,-0.127796,3.354021,-1.692511,-3.900081,0.379825,-3.705956,2.438229,5.5294,3.313377,-0.431559,1.35033,3.228585,0.158391,-6.516002,-0.144197,-0.661728,0.857375,0.289501,3
2.926496,2.782053,2.307801,-4.510526,2.513135,1.254666,-9.334953,2.482834,-0.219796,-6.174218,1.229055,-2.90104,-1.303579,-2.211847,-2.704002,0.79324,-0.560435,0.83559,1.084674,0.439203,3
-5.276364,0.213851,1.414149,-3.243111,0.750152,-3.645756,-4.681231,-2.599816,0.450005,0.168262,5.181359,0.786203,-4.30502,-1.200039,0.873976,3.706135,3.61217,-2.21724,-0.585169,-4.993814,5
0.434298,5.673549,0.531442,1.46494,-0.322436,0.128672,-3.041825,-0.490178,-2.969127,-0.150647,0.591869,-2.410865,-3.048285,3.6499,2.075002,-0.323107,-0.067318,2.786646,0.927606,4.098259,0
-4.745073,0.056083,-1.19253,3.275338,0.656454,1.914166,1.667982,-7.133298,2.529509,-1.636605,2.198179,3.725004,2.697744,-2.990942,1.604281,1.006735,-1.46547,1.330554,0.460375,2.782263,7
4.419529,1.089267,0.896786,1.131455,-3.100228,-3.604868,1.265018,0.278336,2.431519,-1.54484,4.780552,2.505813,-2.457223,2.889761,0.495097,-3.338073,-2.622051,1.984726,0.054491,2.207178,5
3.550324,-0.040439,0.469065,0.016073,2.924192,0.776232,2.97381,1.156955,3.344464,-1.460163,0.604357,3.126342,0.181126,-1.19023,0.716517,-3.310003,2.897799,-3.133489,2.032014,0.7432,0
0.170476,0.300208,2.99855,-0.80072,2.261593,2.137331,-0.104402,-0.71036,0.85799,1.095342,1.762871,-0.03076,-1.733297,2.307457,-1.833635,2.779443,1.508635,2.741264,-0.861828,3.516605,2
-0.465373,2.061032,-1.470435,-1.030387,0.07043,-0.069119,0.612025,0.185324,3.952304,-0.134738,2.807723,-2.41543,-0.188938,-1.64582,-1.78301,0.679518,-3.178908,-4.043876,-1.899773,0.608085,4
-0.589769,0.478705,-0.580678,3.679221,-5.214154,-0.468527,-1.420246,-4.329974,4.046449,-4.230058,-1.608869,-5.230931,2.7244,-0.308013,2.39739,-4.439511,-1.080195,1.052633,-1.139046,0.642709,6
-4.075717,-2.546458,4.819547,-3.706602,0.926619,1.500181,1.942866,-2.59298,-2.47698,-1.075843,0.638869,2.091068,-2.778387,-2.428784,0.985201,-2.046201,-0.82221,0.639319,-1.467453,-0.866956,7
-1.598663,3.756892,2.245364,-1.575751,1.03681,-1.015883,-3.867551,-0.446584,4.225286,1.074931,4.505782,-4.2216,3.228825,5.178839,3.197067,-1.44192,-0.607548,2.756524,2.749852,2.305326,9
-1.583831,3.223721,0.339279,3.684744,1.10563,-4.305807,1.605662,-0.213771,4.236016,-4.133615,2.059208,4.875991,-1.632713,1.923697,1.500915,0.904674,-4.076376,-3.776869,-0.804036,0.13724,5
-4.483912,0.272546,3.136907,-1.24881,-4.363176,-1.675309,-2.812937,-0.948424,-1.309295,0.773013,-0.954777,0.873395,0.198772,-1.148036,2.212075,1.366443,0.007219,0.752047,-5.309658,2.716207,6
2.805437,-4.859778,-3.663356,6.18773,-0.564572,-9.21085,-2.283851,-5.636158,-0.817072,0.454222,0.422222,-1.697791,-2.084452,2.58723,0.717706,-3.132735,-0.294923,-0.879637,-1.656355,2.006223,3
-0.913513,3.346732,0.193848,-1.113347,2.20566,0.60564,-0.884572,5.422764,-1.159125,-1.719318,1.588662,2.874206,-3.347449,-2.038769,2.543703,-0.195357,-1.658939,0.960126,1.025459,3.229569,2
4.85658,1.693687,-3.364048,-0.687843,2.458151,0.671048,2.130804,1.792522,-0.780203,-1.027524,3.417611,-0.818716,-4.794935,-2.6254,-1.161089,-2.279124,-0.542939,0.550852,1.317815,-3.596052,2
-2.850386,2.713858,4.955457,-5.723645,-5.858954,-3.375131,0.578229,6.139759,-1.062227,0.878176,-2.998478,-0.739571,3.643706,-0.434232,2.766499,-3.495611,0.821373,0.350227,-2.878738,-0.116649,4
-0.626658,4.777986,-0.417421,-3.797011,5.267208,1.742689,0.095383,-4.216816,-8.962232,0.059582,1.031889,-1.590454,-2.507832,0.785368,1.004969,-1.17898,-2.387084,2.934225,-0.650206,-4.281266,7
-1.130206,-1.143195,1.798014,-1.899842,-3.21046,3.137515,2.924123,-3.297051,-0.560739,0.351,0.321425,0.566962,0.279256,-0.446773,-3.446085,-1.045892,1.174556,-0.573563,-0.385596,-0.553214,7
-3.608963,-0.909045,-2.508388,-3.082677,-0.369219,6.827678,0.423209,0.819898,0.350821,-0.594889,-1.374977,-2.977683,6.677684,-1.38772,0.432854,1.457533,-1.674271,-3.641201,-1.886753,1.150471,4
2.346571,0.284862,2.057544,-2.477587,3.698846,0.184659,1.576318,0.029063,0.448343,-2.656556,0.436914,-1.780507,0.120144,-2.977158,0.769755,-3.349895,3.713431,-0.00416,-0.672172,3.161011,0
4.091846,4.368406,1.961782,4.381357,5.500015,-3.108278,-0.812725,2.570227,-0.110368,0.016027,-1.771534,2.246408,0.658494,5.572808,-0.828435,1.452589,-3.483191,0.585946,2.751995,-1.020244,5
1.012621,-0.954026,2.316118,-0.662465,7.05182,1.652161,0.610886,-5.240793,4.635367,-4.307046,1.375837,-3.297796,0.3021,-2.800608,-2.047055,-4.377492,4.263933,-4.61095,-1.710596,2.081613,0
-0.962936,4.349689,-1.462038,3.038672,1.100293,-2.895649,-2.708326,1.995518,-2.583217,-2.497582,-0.041008,-0.980144,-2.918675,0.013549,-2.79916,-0.935656,5.947414,0.090343,5.96108,1.330618,6
-6.374103,2.594814,-4.546671,0.853946,1.955909,0.143172,-0.731853,0.200455,-0.914763,-1.945222,-2.500939,-1.454637,1.361277,-0.010727,1.959867,1.942702,0.081713,2.299789,0.345773,-1.703416,0
0.840763,4.284208,-2.128967,-3.886814,2.237366,0.164831,-5.725805,-1.310524,-2.136005,-4.707419,-0.403819,1.576508,-0.323406,-4.040124,1.362518,3.593102,1.876481,-1.926144,-3.51626,5.210515,2
-6.333101,3.633704,3.903228,-0.363701,-1.715735,5.279598,4.049737,2.14186,1.314239,0.979828,-1.600422,4.707973,-3.08276,1.669604,3.87137,-4.578469,2.882904,-5.043729,-2.642815,-0.299374,1
1.669802,-4.767785,-0.541581,-5.520041,-2.799188,0.442525,5.796183,3.112127,-5.120102,-0.728347,-1.70207,-2.519059,-4.3609,1.028892,0.072235,-1.785976,1.49267,-0.551353,3.290956,-2.092593,7
2.68673,-3.640237,-3.830198,-2.433776,5.635793,-1.361133,5.699208,-1.411418,-3.31821,2.226757,-1.523288,-0.055252,0.001046,-0.084457,0.885171,-0.330192,-3.083424,0.052361,-0.133631,1.577315,3
-0.493014,0.644879,4.015187,4.748915,0.987227,-3.817342,0.037055,-2.343014,4.815953,0.308968,-2.420197,-0.998791,0.739847,-0.770719,1.828193,-0.044104,2.674001,0.49023,1.947145,-2.301724,3
-0.61813,6.386026,-4.816223,-2.987007,1.790242,0.842855,1.110558,-3.272599,1.00675,-0.105005,-0.930352,-1.642883,-0.392587,-1.384651,-3.09593,3.953689,1.670899,2.452767,3.01187,0.121148,8
2.085937,0.704616,0.817379,-3.135995,0.481604,-0.243889,-1.3077,0.330654,2.339666,3.270615,0.805112,0.008031,1.099114,0.58603,-1.345678,0.434992,-2.081038,2.21883,2.416219,-2.203104,3
1.479904,-1.316312,-2.287182,3.351012,4.903162,-4.050345,-4.887591,-1.253566,-0.744847,-0.244069,-0.797951,-0.733611,-0.483445,-0.972852,1.400076,-1.29,-1.162561,-2.368243,0.54413,-1.772872,0
2.206721,2.963105,-1.237128,1.037147,1.179004,-0.166634,-0.516062,-1.203403,-1.049482,-1.071318,-3.289017,1.94901,-3.191707,-0.07433,-3.134058,-0.335322,1.251131,-0.692933,2.921256,2.404975,8
-0.233847,4.600647,-1.000601,0.620626,5.908359,-0.228033,-4.040531,0.903588,1.246641,-2.580393,2.568665,1.338801,-5.448147,-0.230068,0.526538,0.831777,-1.134015,-3.655765,-0.635767,4.88793,2
-2.26256,-0.21242,-0.808659,-2.478021,-1.357505,5.359288,0.404512,0.590855,0.347284,2.832095,-3.041027,0.8299,7.104027,2.022366,-4.085711,-1.634697,0.943702,1.441742,0.840217,-3.572686,4
-4.736905,2.637811,6.792439,1.943583,1.359763,-2.440483,-0.535949,2.083029,-2.540512,-2.040242,1.786927,3.830042,-2.583711,-0.726073,1.019656,0.280514,7.166948,4.313863,2.374441,1.665268,6
-3.754568,-4.005095,-0.145136,0.529799,1.427798,-1.962307,-0.113525,-5.666196,-3.219409,0.722255,2.304806,1.212605,-1.321491,2.928014,-2.800294,-0.196856,-3.664109,-3.127238,1.932174,-3.643046,1
-0.220254,1.003622,6.032439,0.505248,0.75742,0.61092,-0.152293,0.516562,-1.701454,4.399295,1.368338,-3.371725,-2.408267,3.29683,-2.497088,1.386931,-2.167234,-3.989077,-0.780743,3.226765,2
-0.847684,6.705892,6.275169,4.317175,5.047324,-0.807211,0.59174,2.327024,1.53768,2.025814,-1.112158,-2.56788,-0.520178,-3.836983,-4.815671,1.466965,3.414268,0.852283,-2.197233,-1.97503,9
-1.725339,-2.454456,-0.890712,-0.677615,-0.516296,1.516181,-3.136498,4.075809,1.234935,-0.734569,4.787331,-1.639754,-0.615868,1.731083,-3.391034,-1.918746,2.123193,0.958558,-0.709103,-2.371788,5
-2.021258,-2.463364,1.693887,-2.3542,-10.181847,-4.128918,0.017199,2.514979,2.216412,1.715397,1.451631,-2.950199,-1.086632,1.92283,4.235914,0.559124,-4.115457,2.329407,6.681688,-3.882289,9
2.153546,-1.406821,-1.036339,8.004854,0.829409,-2.945187,-4.779822,-1.052377,-3.831987,-2.702323,-4.60939,-0.838202,1.916452,0.098685,-0.284798,1.854265,-1.773138,0.218754,2.286099,0.890882,6
-4.004308,-0.827157,-0.915474,1.137864,-4.459428,-1.120785,0.237197,-4.70905,-5.889812,0.699154,-0.247955,-5.169952,-0.819515,2.669062,0.840001,-0.599904,0.128398,1.315234,-2.802755,0.422948,6
-0.154245,0.049574,-0.210203,0.92593,-1.792457,3.370326,0.379087,-1.358783,-2.933387,-1.786912,-1.41304,1.422855,-1.464435,2.216627,-1.041235,-1.295478,0.246626,2.30043,-0.432106,-0.22056,0
1.276698,3.422534,2.957173,-2.926703,-1.013487,-1.542154,0.454184,2.381774,0.381189,-0.014123,1.586764,2.209872,-2.585027,-2.237629,-0.111114,0.53398,1.606451,-4.67352,0.679,0.473283,9
-4.813433,1.445023,-1.624659,-0.791247,-1.587024,-1.436486,3.245557,4.552647,0.846951,-0.548024,-4.992874,-2.462321,-1.875712,0.945892,2.339234,-3.636584,-2.053134,-0.434629,-1.988037,0.479927,4
-0.80962,-0.549503,2.530739,5.885745,-0.1615,-1.473331,0.811991,-1.934905,-4.122874,-3.855568,1.362419,-1.421281,4.488701,0.952963,-0.379765,5.176168,-2.532664,4.893177,-0.110804,-1.529915,6
-2.51671,2.550174,0.100053,5.464339,-1.995247,-0.811504,-0.366519,-3.577441,0.265089,0.262562,4.235411,-3.457387,-1.930181,-3.480398,-2.196365,3.563816,-5.444656,0.284613,2.013398,-1.792358,7
5.569168,1.403272,-1.985085,4.293352,-0.779773,-3.978128,-0.031227,3.412774,-0.975986,6.227776,-3.731805,5.825662,-3.618884,-0.173506,-3.101344,2.501183,-2.493792,1.110263,-1.692703,-0.940961,8
3.212211,-0.118773,-3.947907,3.706711,-0.60054,-0.155128,-2.123066,-3.009385,-3.212574,-0.016843,-2.641878,-2.246054,-0.54483,-0.134678,-4.431518,0.113698,0.950946,-2.105875,3.289499,0.816302,6
0.098868,-0.789894,-1.348683,-4.324418,1.949443,-0.395519,-4.798104,-7.0417,-5.043866,-4.061383,3.890425,3.637716,-1.412383,3.421626,1.054482,-0.853778,-0.154618,1.621806,-1.488566,4.159297,8
-0.979526,-0.153894,0.49336,2.228766,4.408976,-2.214957,1.083819,-1.966787,0.367775,2.687485,-1.683413,6.267477,1.290717,-0.405565,1.391751,-0.541551,2.145317,4.020361,4.414097,1.393654,3
2.507666,2.064968,2.744064,1.036977,-3.077384,-2.605009,4.786581,0.405948,-5.780108,4.715988,0.760186,-3.63077,0.484358,0.067816,-3.58334,-2.782995,-0.766794,0.279172,3.385702,-1.998927,2
-1.185644,4.250969,4.707779,-3.315408,-7.176698,-2.662723,0.071067,3.047816,3.666122,-0.200592,4.134749,-2.061311,-1.145008,-1.547098,4.234974,-0.800874,-0.555953,-3.232494,-1.877697,-0.984255,4
-1.660161,-0.77562,1.540957,8.267326,-2.458689,-3.057235,-5.169314,1.335145,5.258517,-1.182554,0.928768,-3.242865,-1.007286,0.964643,-2.991507,-0.291484,-1.880669,-6.032755,-0.361798,-5.764625,7
-4.041318,2.450359,0.656414,0.526382,0.971123,0.439759,1.306655,1.116867,2.123592,-0.706699,3.677438,2.411663,0.789552,1.4467,0.252327,-3.325518,4.972277,0.064007,-1.41346,-0.830338,1
-2.81098,-3.719271,1.023228,-3.22317,-3.651052,1.196554,6.294231,2.524399,-0.460764,-0.894478,-0.093309,-2.085839,-2.019148,-0.824592,1.672987,-3.279561,1.20002,0.574898,4.937731,-2.19674,7
-1.091944,5.559134,-5.511117,-2.850961,2.246698,0.147275,-4.96131,-1.957452,-2.319209,-1.265185,-1.400263,3.329459,-0.921864,-2.551008,0.350147,-2.715454,2.638873,1.603502,-3.333262,6.025045,8
0.807611,-0.712748,-1.200416,-0.660638,-0.280943,-2.086921,-4.104575,-0.75853,3.112213,-1.724034,-0.333138,-0.694873,0.256524,-0.177732,1.655787,-2.752958,0.851071,-2.388099,-0.167874,4.071269,8
-0.902844,-2.798733,-0.934587,-6.945753,2.887742,2.105512,4.279512,-1.097107,2.356654,-3.910629,0.39592,0.141915,-2.420301,0.007784,-2.052759,-3.527663,1.526517,2.009557,1.744875,-1.291563,7
-2.50558,4.631348,1.722286,2.152251,-5.992182,-0.258649,-2.735423,-1.507434,-2.48038,-4.655883,2.551417,-2.182663,0.460143,0.459713,-2.364729,1.778888,0.029928,1.252024,-3.579958,-1.926778,6
4.809809,-0.326785,0.471191,0.864741,-2.004522,0.353397,-0.900045,-1.952481,-1.667208,1.445822,2.121159,-3.600421,-2.032313,-0.615417,4.340595,5.299557,-0.873565,-3.089902,4.30454,2.631457,9
-1.385967,-3.532108,-4.61955,-3.527648,-1.948543,-3.337387,-1.677493,-1.779025,-0.00869,1.824426,-4.372016,-0.496792,-1.605405,-2.190423,1.167092,3.687905,-3.896217,4.339914,-0.194093,0.1308,3
0.171843,3.797054,3.05326,0.895498,-3.45293,0.700213,-5.139172,3.576658,2.932608,3.267366,1.356482,-4.133875,-1.558079,0.523774,-0.190183,-0.486483,-2.249272,-0.709804,-1.931088,-0.138026,4
0.232744,-2.042167,-0.968792,1.958311,0.301055,1.347563,-3.721696,1.185141,-6.031722,-3.432595,3.025999,-3.881228,-0.721805,4.690612,-5.26493,1.188691,0.252088,3.638115,-2.122103,-0.977663,6
6.873071,0.003948,2.523464,1.531959,-3.25819,-5.776206,1.732725,0.451019,2.001762,-3.284245,1.292625,2.440729,-2.072754,2.771083,4.097979,-2.007953,-3.158429,-1.122966,5.055658,1.24811,5
-0.779944,-1.822947,-4.164925,-2.763565,-2.853795,3.398475,-0.287774,1.971106,0.783685,-4.124081,2.327018,-0.55801,1.957106,4.202978,6.658193,0.425695,-2.823432,-0.329487,5.161931,-1.964948,9
1.55742,0.601399,-2.585059,-2.455994,-0.749356,-2.011801,4.25826,2.128906,-1.571495,0.15036,0.982396,0.165971,-1.899157,-0.245663,-0.813679,1.157899,-1.914667,0.811461,1.463165,-0.837296,2
2.950059,-2.952721,-3.386072,3.641551,1.211219,-1.814802,3.019077,-4.306189,-1.09931,2.882062,-3.875284,1.889621,-3.3451,-0.290617,1.926113,-1.980941,-0.518884,-0.267054,-0.020422,2.146352,3
-4.430116,4.564521,3.452059,-0.224501,1.211444,-0.933245,-0.915683,1.733421,2.810612,1.878341,-1.146554,-2.965667,-1.194282,-2.284674,-1.63064,1.547152,0.925588,2.1929,2.665889,-2.926465,9
1.115336,-3.405244,-0.638235,1.204102,-1.150262,-0.151835,3.100464,-2.723422,0.528607,0.779924,2.27299,-2.136349,0.65922,0.492488,0.818546,-1.398448,1.439365,-0.872399,2.533534,-3.460998,3
9.821376,-0.501423,-0.674525,5.942185,2.633215,4.266667,-1.63551,4.203062,-1.221207,0.237536,2.676408,-2.289156,-2.507982,-1.92992,-1.499559,0.489654,2.290319,-0.205563,4.605438,-3.944832,2
-1.317746,1.064587,2.103532,-2.756718,-0.625116,-4.231642,0.013444,-1.597542,-0.220791,0.436356,-4.081271,-0.937401,-2.700599,2.377765,-0.686607,-0.825651,-3.285718,-1.587433,-0.631424,1.965597,1
