dataset,Accuracy,ErrorRate,Algorithm,,,AvgErr
pca_art27,41.89596947,0.581040305,AdaBoostM1,,,
pca_art27,67.15926584,0.328407342,Bagging,,,
pca_art27,19.55022567,0.804497743,Stacking,,,
pca_art27,70.73196054,0.292680395,LogitBoost,,,
pca_art27,60.35580005,0.396442,RandomCommittee,,,
pca_art27,19.07968499,0.80920315,Vote,,,
pca_art27,73.80686201,0.26193138,Logistic,,,
pca_art27,77.38344079,0.226165592,MultilayerPerceptron,,,
pca_art27,67.46290958,0.325370904,SimpleLogistic,,,
pca_art27,72.64383601,0.27356164,SMO,,,
pca_art27,71.93270248,0.280672975,SVM,,,
pca_art28,57.04037669,0.429596233,J48,,,
pca_art28,43.22408008,0.567759199,DecisionStump,,,
pca_art28,60.95600591,0.390439941,RandomForest,,,
pca_art28,60.94905595,0.39050944,PART,,,
pca_art28,51.37492156,0.486250784,DecisionTable,,,
pca_art28,48.02945206,0.519705479,JRip,,,
pca_art28,44.05023587,0.559497641,OneR,,,
pca_art28,24.25801543,0.757419846,ZeroR,,,
pca_art28,60.40948649,0.395905135,IBk,,,
pca_art28,47.40800786,0.525919921,KStar,,,
pca_art28,42.75163946,0.572483605,LWL,,,
pca_art28,59.03604519,0.409639548,NaiveBayes,,,
pca_art28,44.07173475,0.559282653,AdaBoostM1,,,
pca_art28,57.10682996,0.4289317,Bagging,,,
pca_art28,22.77056929,0.772294307,Stacking,,,
pca_art28,59.87237798,0.40127622,LogitBoost,,,
pca_art28,59.89423497,0.40105765,RandomCommittee,,,
pca_art28,22.42032312,0.775796769,Vote,,,
pca_art28,57.95615691,0.420438431,Logistic,,,
pca_art28,57.0914263,0.429085737,MultilayerPerceptron,,,
pca_art28,53.59860273,0.464013973,SimpleLogistic,,,
pca_art28,51.78345966,0.482165403,SMO,,,
pca_art28,45.384789,0.54615211,SVM,,,
pca_art29,92.40444197,0.07595558,J48,,,
pca_art29,90.00355678,0.099964432,DecisionStump,,,
pca_art29,94.54049108,0.054595089,RandomForest,,,
pca_art29,88.38758089,0.116124191,PART,,,
pca_art29,89.09804567,0.109019543,DecisionTable,,,
pca_art29,88.31660864,0.116833914,JRip,,,
pca_art29,89.75520189,0.102447981,OneR,,,
pca_art29,49.36033362,0.506396664,ZeroR,,,
pca_art29,95.06708036,0.049329196,IBk,,,
pca_art29,86.17282248,0.138271775,KStar,,,
pca_art29,92.16513527,0.078348647,LWL,,,
pca_art29,95.14777958,0.048522204,NaiveBayes,,,
pca_art29,94.6287765,0.053712235,AdaBoostM1,,,
pca_art29,89.43206849,0.105679315,Bagging,,,
pca_art29,49.16944299,0.50830557,Stacking,,,
pca_art29,94.33206314,0.056679369,LogitBoost,,,
pca_art29,92.661297,0.07338703,RandomCommittee,,,
pca_art29,50.09343459,0.499065654,Vote,,,
pca_art29,98.68409061,0.013159094,Logistic,,,
pca_art29,96.38737471,0.036126253,MultilayerPerceptron,,,
pca_art29,97.71183054,0.022881695,SimpleLogistic,,,
pca_art29,96.69266689,0.033073331,SMO,,,
pca_art29,45.83130192,0.541686981,SVM,,,
pca_art31,72.45879829,0.275412017,J48,,,
pca_art31,34.20529859,0.657947014,DecisionStump,,,
pca_art31,78.71497278,0.212850272,RandomForest,,,
pca_art31,74.91238543,0.250876146,PART,,,
pca_art31,62.92859504,0.37071405,DecisionTable,,,
pca_art31,70.06255403,0.29937446,JRip,,,
pca_art31,32.80123828,0.671987617,OneR,,,
pca_art31,25.5915518,0.744084482,ZeroR,,,
pca_art31,93.09505313,0.069049469,IBk,,,
pca_art31,77.04778845,0.229522115,KStar,,,
pca_art31,62.05796622,0.379420338,LWL,,,
pca_art31,80.13648132,0.198635187,NaiveBayes,,,
pca_art31,34.37385407,0.656261459,AdaBoostM1,,,
pca_art31,77.62924465,0.223707554,Bagging,,,
pca_art31,21.13604274,0.788639573,Stacking,,,
pca_art31,80.35011445,0.196498856,LogitBoost,,,
pca_art31,81.32709832,0.186729017,RandomCommittee,,,
pca_art31,21.39917664,0.786008234,Vote,,,
pca_art31,83.71159434,0.162884057,Logistic,,,
pca_art31,82.50211255,0.174978875,MultilayerPerceptron,,,
pca_art31,82.43515474,0.175648453,SimpleLogistic,,,
pca_art31,73.95064204,0.26049358,SMO,,,
pca_art31,81.8354609,0.181645391,SVM,,,
pca_art32,64.54871384,0.354512862,J48,,,
pca_art32,53.62346833,0.463765317,DecisionStump,,,
pca_art32,71.72132956,0.282786704,RandomForest,,,
pca_art32,66.25442586,0.337455741,PART,,,
pca_art32,63.09178784,0.369082122,DecisionTable,,,
pca_art32,67.79316114,0.322068389,JRip,,,
pca_art32,50.02892538,0.499710746,OneR,,,
pca_art32,32.09657954,0.679034205,ZeroR,,,
pca_art32,81.53344793,0.184665521,IBk,,,
pca_art32,61.06634135,0.389336586,KStar,,,
pca_art32,56.00125756,0.439987424,LWL,,,
pca_art32,75.21174271,0.247882573,NaiveBayes,,,
pca_art32,53.87538476,0.461246152,AdaBoostM1,,,
pca_art32,63.19473333,0.368052667,Bagging,,,
pca_art32,31.28624744,0.687137526,Stacking,,,
pca_art32,73.31410766,0.266858923,LogitBoost,,,
pca_art32,66.80327174,0.331967283,RandomCommittee,,,
pca_art32,31.27083699,0.68729163,Vote,,,
pca_art32,79.57620635,0.204237936,Logistic,,,
pca_art32,78.06309129,0.219369087,MultilayerPerceptron,,,
pca_art32,75.85906073,0.241409393,SimpleLogistic,,,
pca_art32,56.07951909,0.439204809,SMO,,,
pca_art32,69.12911724,0.308708828,SVM,,,
pca_art34,52.59120127,0.474087987,J48,,,
pca_art34,44.97987404,0.55020126,DecisionStump,,,
pca_art34,48.12394077,0.518760592,RandomForest,,,
pca_art34,53.60932116,0.463906788,PART,,,
pca_art34,41.5540642,0.584459358,DecisionTable,,,
pca_art34,46.97581326,0.530241867,JRip,,,
pca_art34,45.23751133,0.547624887,OneR,,,
pca_art34,17.59744921,0.824025508,ZeroR,,,
pca_art34,55.88706477,0.441129352,IBk,,,
pca_art34,50.36816524,0.496318348,KStar,,,
pca_art34,51.17732982,0.488226702,LWL,,,
pca_art34,55.16993119,0.448300688,NaiveBayes,,,
pca_art34,44.7306722,0.552693278,AdaBoostM1,,,
pca_art34,49.45097029,0.505490297,Bagging,,,
pca_art34,20.64620977,0.793537902,Stacking,,,
pca_art34,49.90042358,0.500995764,LogitBoost,,,
pca_art34,51.57959454,0.484204055,RandomCommittee,,,
pca_art34,20.7214488,0.792785512,Vote,,,
pca_art34,59.96374385,0.400362562,Logistic,,,
pca_art34,49.23691914,0.507630809,MultilayerPerceptron,,,
pca_art34,57.56307766,0.424369223,SimpleLogistic,,,
pca_art34,51.70316118,0.482968388,SMO,,,
pca_art34,52.79068748,0.472093125,SVM,,,
pca_art35,83.87720932,0.161227907,J48,,,
pca_art35,82.88434399,0.17115656,DecisionStump,,,
pca_art35,90.04261367,0.099573863,RandomForest,,,
pca_art35,85.93425244,0.140657476,PART,,,
pca_art35,85.05041466,0.149495853,DecisionTable,,,
pca_art35,87.07641596,0.12923584,JRip,,,
pca_art35,71.54842659,0.284515734,OneR,,,
pca_art35,49.13396097,0.50866039,ZeroR,,,
pca_art35,86.54207687,0.134579231,IBk,,,
pca_art35,86.58782619,0.134121738,KStar,,,
pca_art35,79.12202533,0.208779747,LWL,,,
pca_art35,88.48174934,0.115182507,NaiveBayes,,,
pca_art35,82.32336559,0.176766344,AdaBoostM1,,,
pca_art35,82.32630532,0.176736947,Bagging,,,
pca_art35,49.22444499,0.50775555,Stacking,,,
pca_art35,83.00461171,0.169953883,LogitBoost,,,
pca_art35,86.76989324,0.132301068,RandomCommittee,,,
pca_art35,49.52800266,0.504719973,Vote,,,
pca_art35,87.65620806,0.123437919,Logistic,,,
pca_art35,87.7359175,0.122640825,MultilayerPerceptron,,,
pca_art35,84.02936154,0.159706385,SimpleLogistic,,,
pca_art35,78.47869397,0.21521306,SMO,,,
pca_art35,80.0044795,0.199955205,SVM,,,
pca_art36,83.99465079,0.160053492,J48,,,
pca_art36,76.70696226,0.232930377,DecisionStump,,,
pca_art36,94.9554282,0.050445718,RandomForest,,,
pca_art36,85.75730289,0.142426971,PART,,,
pca_art36,84.12485444,0.158751456,DecisionTable,,,
pca_art36,81.20992329,0.187900767,JRip,,,
pca_art36,78.92787027,0.210721297,OneR,,,
pca_art36,50.39440068,0.496055993,ZeroR,,,
pca_art36,96.1762239,0.038237761,IBk,,,
pca_art36,84.19370153,0.158062985,KStar,,,
pca_art36,85.4248255,0.145751745,LWL,,,
pca_art36,91.24059426,0.087594057,NaiveBayes,,,
pca_art36,87.64678408,0.123532159,AdaBoostM1,,,
pca_art36,87.31919281,0.126808072,Bagging,,,
pca_art36,50.38786694,0.496121331,Stacking,,,
pca_art36,89.71359049,0.102864095,LogitBoost,,,
pca_art36,92.87678664,0.071232134,RandomCommittee,,,
pca_art36,50.22374543,0.497762546,Vote,,,
pca_art36,95.89929704,0.04100703,Logistic,,,
pca_art36,96.45058133,0.035494187,MultilayerPerceptron,,,
pca_art36,95.01746324,0.049825368,SimpleLogistic,,,
pca_art36,94.3123593,0.056876407,SMO,,,
pca_art36,95.39693929,0.046030607,SVM,,,
pca_art38,75.46734446,0.245326555,J48,,,
pca_art38,60.40844497,0.39591555,DecisionStump,,,
pca_art38,78.31782619,0.216821738,RandomForest,,,
pca_art38,72.03793948,0.279620605,PART,,,
pca_art38,76.2789327,0.237210673,DecisionTable,,,
pca_art38,72.54590373,0.274540963,JRip,,,
pca_art38,63.26779169,0.367322083,OneR,,,
pca_art38,33.15165745,0.668483425,ZeroR,,,
pca_art38,88.68841015,0.113115899,IBk,,,
pca_art38,82.78038677,0.172196132,KStar,,,
pca_art38,60.53052542,0.394694746,LWL,,,
pca_art38,81.76143648,0.182385635,NaiveBayes,,,
pca_art38,61.71109023,0.382889098,AdaBoostM1,,,
pca_art38,73.04589452,0.269541055,Bagging,,,
pca_art38,33.85778199,0.66142218,Stacking,,,
pca_art38,79.14247472,0.208575253,LogitBoost,,,
pca_art38,76.68509077,0.233149092,RandomCommittee,,,
pca_art38,33.5350773,0.664649227,Vote,,,
pca_art38,82.77391825,0.172260817,Logistic,,,
pca_art38,89.14951616,0.108504838,MultilayerPerceptron,,,
pca_art38,79.77194703,0.20228053,SimpleLogistic,,,
pca_art38,80.58161855,0.194183815,SMO,,,
pca_art38,79.64300538,0.203569946,SVM,,,
pca_art40,79.49315822,0.205068418,J48,,,
pca_art40,42.48809539,0.575119046,DecisionStump,,,
pca_art40,80.90625009,0.190937499,RandomForest,,,
pca_art40,71.95382745,0.280461725,PART,,,
pca_art40,66.02189863,0.339781014,DecisionTable,,,
pca_art40,67.05580473,0.329441953,JRip,,,
pca_art40,55.54397711,0.444560229,OneR,,,
pca_art40,33.2610373,0.667389627,ZeroR,,,
pca_art40,84.68543377,0.153145662,IBk,,,
pca_art40,74.87199662,0.251280034,KStar,,,
pca_art40,80.15775562,0.198422444,LWL,,,
pca_art40,79.57040281,0.204295972,NaiveBayes,,,
pca_art40,42.91433179,0.570856682,AdaBoostM1,,,
pca_art40,77.3012284,0.226987716,Bagging,,,
pca_art40,29.81834112,0.701816589,Stacking,,,
pca_art40,83.16351419,0.168364858,LogitBoost,,,
pca_art40,77.76915731,0.222308427,RandomCommittee,,,
pca_art40,30.0333973,0.699666027,Vote,,,
pca_art40,79.14778903,0.20852211,Logistic,,,
pca_art40,83.47894881,0.165210512,MultilayerPerceptron,,,
pca_art40,75.15020976,0.248497902,SimpleLogistic,,,
pca_art40,80.89963062,0.191003694,SMO,,,
pca_art40,85.10486331,0.148951367,SVM,,,
pca_art42,78.07939077,0.219206092,J48,,,
pca_art42,62.57497856,0.374250214,DecisionStump,,,
pca_art42,85.84245564,0.141575444,RandomForest,,,
pca_art42,78.15312644,0.218468736,PART,,,
pca_art42,83.99112893,0.160088711,DecisionTable,,,
pca_art42,75.84442968,0.241555703,JRip,,,
pca_art42,60.31704525,0.396829548,OneR,,,
pca_art42,33.17123143,0.668287686,ZeroR,,,
pca_art42,86.76161712,0.132383829,IBk,,,
pca_art42,82.6409037,0.173590963,KStar,,,
pca_art42,65.07255103,0.34927449,LWL,,,
pca_art42,93.0094492,0.069905508,NaiveBayes,,,
pca_art42,84.34963255,0.156503675,AdaBoostM1,,,
pca_art42,81.47753989,0.185224601,Bagging,,,
pca_art42,29.93806891,0.700619311,Stacking,,,
pca_art42,86.4056598,0.135943402,LogitBoost,,,
pca_art42,83.05545297,0.16944547,RandomCommittee,,,
pca_art42,29.24027163,0.707597284,Vote,,,
pca_art42,93.89313253,0.061068675,Logistic,,,
pca_art42,94.97849157,0.050215084,MultilayerPerceptron,,,
pca_art42,90.56549132,0.094345087,SimpleLogistic,,,
pca_art42,91.85633783,0.081436622,SMO,,,
pca_art42,89.82580207,0.101741979,SVM,,,
pca_art43,59.60594672,0.403940533,J48,,,
pca_art43,36.6298523,0.633701477,DecisionStump,,,
pca_art43,60.1302874,0.398697126,RandomForest,,,
pca_art43,60.78439093,0.392156091,PART,,,
pca_art43,53.81134256,0.461886574,DecisionTable,,,
pca_art43,58.03730186,0.419626981,JRip,,,
pca_art43,52.79277917,0.472072208,OneR,,,
pca_art43,21.72853943,0.782714606,ZeroR,,,
pca_art43,65.08357255,0.349164275,IBk,,,
pca_art43,62.09049683,0.379095032,KStar,,,
pca_art43,46.9100823,0.530899177,LWL,,,
pca_art43,67.56084617,0.324391538,NaiveBayes,,,
pca_art43,40.33902215,0.596609778,AdaBoostM1,,,
pca_art43,56.504363,0.43495637,Bagging,,,
pca_art43,24.46801685,0.755319832,Stacking,,,
pca_art43,61.37928411,0.386207159,LogitBoost,,,
pca_art43,62.07871067,0.379212893,RandomCommittee,,,
pca_art43,25.15682707,0.748431729,Vote,,,
pca_art43,63.17016444,0.368298356,Logistic,,,
pca_art43,61.12069428,0.388793057,MultilayerPerceptron,,,
pca_art43,63.0477379,0.369522621,SimpleLogistic,,,
pca_art43,56.41955863,0.435804414,SMO,,,
pca_art43,63.52897754,0.364710225,SVM,,,
pca_art44,79.95961255,0.200403875,J48,,,
pca_art44,57.4990065,0.425009935,DecisionStump,,,
pca_art44,78.95498538,0.210450146,RandomForest,,,
pca_art44,73.12038579,0.268796142,PART,,,
pca_art44,67.82424371,0.321757563,DecisionTable,,,
pca_art44,70.27215046,0.297278495,JRip,,,
pca_art44,51.78770185,0.482122981,OneR,,,
pca_art44,33.92113275,0.660788672,ZeroR,,,
pca_art44,70.51796561,0.294820344,IBk,,,
pca_art44,63.44185818,0.365581418,KStar,,,
pca_art44,59.58037078,0.404196292,LWL,,,
pca_art44,73.88587555,0.261141244,NaiveBayes,,,
pca_art44,57.69643876,0.423035612,AdaBoostM1,,,
pca_art44,75.64533854,0.243546615,Bagging,,,
pca_art44,28.26962945,0.717303705,Stacking,,,
pca_art44,78.18858883,0.218114112,LogitBoost,,,
pca_art44,81.18467561,0.188153244,RandomCommittee,,,
pca_art44,28.6249847,0.713750153,Vote,,,
pca_art44,74.18702918,0.258129708,Logistic,,,
pca_art44,74.53446967,0.254655303,MultilayerPerceptron,,,
pca_art44,71.9249963,0.280750037,SimpleLogistic,,,
pca_art44,71.69109047,0.283089095,SMO,,,
pca_art44,71.07377013,0.289262299,SVM,,,
pca_art45,66.86363336,0.331363666,J48,,,
pca_art45,38.73065648,0.612693435,DecisionStump,,,
pca_art45,68.46852432,0.315314757,RandomForest,,,
pca_art45,59.16160033,0.408383997,PART,,,
pca_art45,55.42829637,0.445717036,DecisionTable,,,
pca_art45,62.1776022,0.378223978,JRip,,,
pca_art45,32.4460327,0.675539673,OneR,,,
pca_art45,27.35197158,0.726480284,ZeroR,,,
pca_art45,69.44624913,0.305537509,IBk,,,
pca_art45,67.03809429,0.329619057,KStar,,,
pca_art45,50.07729773,0.499227023,LWL,,,
pca_art45,73.13749971,0.268625003,NaiveBayes,,,
pca_art45,38.12812243,0.618718776,AdaBoostM1,,,
pca_art45,68.29238124,0.317076188,Bagging,,,
pca_art45,24.93172954,0.750682705,Stacking,,,
pca_art45,69.36045284,0.306395472,LogitBoost,,,
pca_art45,70.12952502,0.29870475,RandomCommittee,,,
pca_art45,24.26809761,0.757319024,Vote,,,
pca_art45,76.65621428,0.233437857,Logistic,,,
pca_art45,72.6422518,0.273577482,MultilayerPerceptron,,,
pca_art45,76.1613885,0.238386115,SimpleLogistic,,,
pca_art45,63.65321503,0.36346785,SMO,,,
pca_art45,60.19616915,0.398038309,SVM,,,
pca_art46,91.64279767,0.083572023,J48,,,
pca_art46,64.16217432,0.358378257,DecisionStump,,,
pca_art46,95.75385701,0.04246143,RandomForest,,,
pca_art46,91.46967445,0.085303255,PART,,,
pca_art46,88.53705944,0.114629406,DecisionTable,,,
pca_art46,92.04659574,0.079534043,JRip,,,
pca_art46,65.39459507,0.346054049,OneR,,,
pca_art46,33.50820864,0.664917914,ZeroR,,,
pca_art46,92.99530985,0.070046901,IBk,,,
pca_art46,96.25355786,0.037464421,KStar,,,
pca_art46,71.53343228,0.284665677,LWL,,,
pca_art46,93.10422225,0.068957778,NaiveBayes,,,
pca_art46,81.05631692,0.189436831,AdaBoostM1,,,
pca_art46,91.99170466,0.080082953,Bagging,,,
pca_art46,34.32884899,0.65671151,Stacking,,,
pca_art46,94.63716212,0.053628379,LogitBoost,,,
pca_art46,94.62543756,0.053745624,RandomCommittee,,,
pca_art46,34.26535133,0.657346487,Vote,,,
pca_art46,96.27299867,0.037270013,Logistic,,,
pca_art46,97.70611182,0.022938882,MultilayerPerceptron,,,
pca_art46,91.85857549,0.081414245,SimpleLogistic,,,
pca_art46,95.13896045,0.048610395,SMO,,,
pca_art46,93.67079595,0.06329204,SVM,,,
pca_art47,51.49784477,0.485021552,J48,,,
pca_art47,27.12360112,0.728763989,DecisionStump,,,
pca_art47,51.38228082,0.486177192,RandomForest,,,
pca_art47,50.15563631,0.498443637,PART,,,
pca_art47,40.69798239,0.593020176,DecisionTable,,,
pca_art47,41.15013395,0.588498661,JRip,,,
pca_art47,35.0570772,0.649429228,OneR,,,
pca_art47,20.56286029,0.794371397,ZeroR,,,
pca_art47,58.12333582,0.418766642,IBk,,,
pca_art47,41.85521931,0.581447807,KStar,,,
pca_art47,39.9784012,0.600215988,LWL,,,
pca_art47,59.13332557,0.408666744,NaiveBayes,,,
pca_art47,27.01723272,0.729827673,AdaBoostM1,,,
pca_art47,52.02017773,0.479798223,Bagging,,,
pca_art47,22.12485609,0.778751439,Stacking,,,
pca_art47,51.05820524,0.489417948,LogitBoost,,,
pca_art47,49.19387,0.5080613,RandomCommittee,,,
pca_art47,22.55187191,0.774481281,Vote,,,
pca_art47,48.4984852,0.515015148,Logistic,,,
pca_art47,45.37272914,0.546272709,MultilayerPerceptron,,,
pca_art47,48.34108163,0.516589184,SimpleLogistic,,,
pca_art47,39.30551748,0.606944825,SMO,,,
pca_art47,44.01969442,0.559803056,SVM,,,
pca_art48,52.89477385,0.471052261,J48,,,
pca_art48,33.49226408,0.665077359,DecisionStump,,,
pca_art48,51.3143945,0.486856055,RandomForest,,,
pca_art48,47.19049392,0.528095061,PART,,,
pca_art48,60.09270447,0.399072955,DecisionTable,,,
pca_art48,48.83945663,0.511605434,JRip,,,
pca_art48,32.27038145,0.677296185,OneR,,,
pca_art48,26.10538404,0.73894616,ZeroR,,,
pca_art48,51.86009004,0.4813991,IBk,,,
pca_art48,48.16629422,0.518337058,KStar,,,
pca_art48,38.88151129,0.611184887,LWL,,,
pca_art48,62.65679001,0.3734321,NaiveBayes,,,
pca_art48,33.89644252,0.661035575,AdaBoostM1,,,
pca_art48,59.7490253,0.402509747,Bagging,,,
pca_art48,25.37192145,0.746280785,Stacking,,,
pca_art48,54.39293635,0.456070637,LogitBoost,,,
pca_art48,52.87933744,0.471206626,RandomCommittee,,,
pca_art48,25.40796628,0.745920337,Vote,,,
pca_art48,59.45429402,0.40545706,Logistic,,,
pca_art48,58.07670502,0.41923295,MultilayerPerceptron,,,
pca_art48,55.88783174,0.441121683,SimpleLogistic,,,
pca_art48,51.14780456,0.488521954,SMO,,,
pca_art48,52.06002287,0.479399771,SVM,,,
pca_art49,80.27874934,0.197212507,J48,,,
pca_art49,75.28949005,0.247105099,DecisionStump,,,
pca_art49,85.20498901,0.14795011,RandomForest,,,
pca_art49,79.32933214,0.206706679,PART,,,
pca_art49,75.14478367,0.248552163,DecisionTable,,,
pca_art49,74.92869303,0.25071307,JRip,,,
pca_art49,73.83435679,0.261656432,OneR,,,
pca_art49,50.28987375,0.497101262,ZeroR,,,
pca_art49,88.61199956,0.113880004,IBk,,,
pca_art49,85.37126009,0.146287399,KStar,,,
pca_art49,76.21514614,0.237848539,LWL,,,
pca_art49,89.27782199,0.10722178,NaiveBayes,,,
pca_art49,85.69186952,0.143081305,AdaBoostM1,,,
pca_art49,79.74941064,0.202505894,Bagging,,,
pca_art49,50.12232721,0.498776728,Stacking,,,
pca_art49,88.87683794,0.111231621,LogitBoost,,,
pca_art49,84.86802866,0.151319713,RandomCommittee,,,
pca_art49,50.42434183,0.495756582,Vote,,,
pca_art49,84.96505976,0.150349402,Logistic,,,
pca_art49,89.91609466,0.100839053,MultilayerPerceptron,,,
pca_art49,85.51160468,0.144883953,SimpleLogistic,,,
pca_art49,75.82028952,0.241797105,SMO,,,
pca_art49,79.03644672,0.209635533,SVM,,,
pca_audiology,46.17999338,0.538200066,J48,,,
pca_audiology,21.90524374,0.780947563,DecisionStump,,,
pca_audiology,53.06853791,0.469314621,RandomForest,,,
pca_audiology,43.13191156,0.568680884,PART,,,
pca_audiology,37.30757635,0.626924236,DecisionTable,,,
pca_audiology,44.54178263,0.554582174,JRip,,,
pca_audiology,29.78541803,0.70214582,OneR,,,
pca_audiology,18.52937295,0.81470627,ZeroR,,,
pca_audiology,52.32280504,0.47677195,IBk,,,
pca_audiology,49.32383755,0.506761624,KStar,,,
pca_audiology,42.03049735,0.579695027,LWL,,,
pca_audiology,38.28116981,0.617188302,NaiveBayes,,,
pca_audiology,22.6203465,0.773796535,AdaBoostM1,,,
pca_audiology,52.25105861,0.477489414,Bagging,,,
pca_audiology,25.64944115,0.743505589,Stacking,,,
pca_audiology,48.57129243,0.514287076,LogitBoost,,,
pca_audiology,51.42360391,0.485763961,RandomCommittee,,,
pca_audiology,25.58118953,0.744188105,Vote,,,
pca_audiology,45.05346516,0.549465348,Logistic,,,
pca_audiology,54.37073395,0.45629266,MultilayerPerceptron,,,
pca_audiology,45.45145869,0.545485413,SimpleLogistic,,,
pca_audiology,43.51820991,0.564817901,SMO,,,
pca_audiology,47.78799546,0.522120045,SVM,,,
pca_autoHorse,12.34603064,0.876539694,J48,,,
pca_autoHorse,10.81033589,0.891896641,DecisionStump,,,
pca_autoHorse,16.43712899,0.83562871,RandomForest,,,
pca_autoHorse,9.945469102,0.900545309,PART,,,
pca_autoHorse,12.9090119,0.870909881,DecisionTable,,,
pca_autoHorse,11.6512232,0.883487768,JRip,,,
pca_autoHorse,6.354874184,0.936451258,OneR,,,
pca_autoHorse,10.38102731,0.896189727,ZeroR,,,
pca_autoHorse,12.80516832,0.871948317,IBk,,,
pca_autoHorse,13.44673549,0.865532645,KStar,,,
pca_autoHorse,10.2757434,0.897242566,LWL,,,
pca_autoHorse,9.753983707,0.902460163,NaiveBayes,,,
pca_autoHorse,11.13023807,0.888697619,AdaBoostM1,,,
pca_autoHorse,13.82258999,0.8617741,Bagging,,,
pca_autoHorse,8.269132913,0.917308671,Stacking,,,
pca_autoHorse,11.79221574,0.882077843,LogitBoost,,,
pca_autoHorse,13.32173654,0.866782635,RandomCommittee,,,
pca_autoHorse,8.763333065,0.912366669,Vote,,,
pca_autoHorse,12.81845084,0.871815492,Logistic,,,
pca_autoHorse,11.3133386,0.886866614,MultilayerPerceptron,,,
pca_autoHorse,14.68816265,0.853118373,SimpleLogistic,,,
pca_autoHorse,10.19374753,0.898062525,SMO,,,
pca_autoHorse,9.707457397,0.902925426,SVM,,,
pca_autoPrice,1.172516351,0.988274836,J48,,,
pca_autoPrice,0.555675685,0.994443243,DecisionStump,,,
pca_autoPrice,3.823834874,0.961761651,RandomForest,,,
pca_autoPrice,1.00337915,0.989966209,PART,,,
pca_autoPrice,0.635277241,0.993647228,DecisionTable,,,
pca_autoPrice,0.550617458,0.994493825,JRip,,,
pca_autoPrice,1.135637143,0.988643629,OneR,,,
pca_autoPrice,0.668286732,0.993317133,ZeroR,,,
pca_autoPrice,3.982011405,0.960179886,IBk,,,
pca_autoPrice,1.355180387,0.986448196,KStar,,,
pca_autoPrice,0.312481124,0.996875189,LWL,,,
pca_autoPrice,2.26773895,0.977322611,NaiveBayes,,,
pca_autoPrice,0.715551628,0.992844484,AdaBoostM1,,,
pca_autoPrice,0.672292161,0.993277078,Bagging,,,
pca_autoPrice,1.100057343,0.988999427,Stacking,,,
pca_autoPrice,2.881633822,0.971183662,LogitBoost,,,
pca_autoPrice,4.06364575,0.959363542,RandomCommittee,,,
pca_autoPrice,0.795147538,0.992048525,Vote,,,
pca_autoPrice,4.20087276,0.957991272,Logistic,,,
pca_autoPrice,0.407907532,0.995920925,MultilayerPerceptron,,,
pca_autoPrice,1.300142123,0.986998579,SimpleLogistic,,,
pca_autoPrice,0.304498538,0.996955015,SMO,,,
pca_autoPrice,0.699003552,0.993009964,SVM,,,
pca_autos,31.09998677,0.689000132,J48,,,
pca_autos,33.23792652,0.667620735,DecisionStump,,,
pca_autos,33.3785491,0.666214509,RandomForest,,,
pca_autos,30.39657057,0.696034294,PART,,,
pca_autos,38.97421584,0.610257842,DecisionTable,,,
pca_autos,29.84368836,0.701563116,JRip,,,
pca_autos,22.14432004,0.7785568,OneR,,,
pca_autos,28.25246248,0.717475375,ZeroR,,,
pca_autos,33.97830676,0.660216932,IBk,,,
pca_autos,31.62434569,0.683756543,KStar,,,
pca_autos,36.83932506,0.631606749,LWL,,,
pca_autos,20.70266751,0.792973325,NaiveBayes,,,
pca_autos,33.34362606,0.666563739,AdaBoostM1,,,
pca_autos,31.91165821,0.680883418,Bagging,,,
pca_autos,24.53212433,0.754678757,Stacking,,,
pca_autos,38.74257501,0.61257425,LogitBoost,,,
pca_autos,31.44385212,0.685561479,RandomCommittee,,,
pca_autos,24.3519528,0.756480472,Vote,,,
pca_autos,42.83370541,0.571662946,Logistic,,,
pca_autos,38.40186294,0.615981371,MultilayerPerceptron,,,
pca_autos,40.4616237,0.595383763,SimpleLogistic,,,
pca_autos,39.81286373,0.601871363,SMO,,,
pca_autos,32.55094174,0.674490583,SVM,,,
pca_breast-cancer,67.40576407,0.325942359,J48,,,
pca_breast-cancer,71.04834056,0.289516594,DecisionStump,,,
pca_breast-cancer,65.87272433,0.341272757,RandomForest,,,
pca_breast-cancer,68.42948212,0.315705179,PART,,,
pca_breast-cancer,70.64775807,0.293522419,DecisionTable,,,
pca_breast-cancer,67.82528871,0.321747113,JRip,,,
pca_breast-cancer,61.26347149,0.387365285,OneR,,,
pca_breast-cancer,71.04620244,0.289537976,ZeroR,,,
pca_breast-cancer,63.26745692,0.367325431,IBk,,,
pca_breast-cancer,64.39171536,0.356082846,KStar,,,
pca_breast-cancer,69.9003232,0.300996768,LWL,,,
pca_breast-cancer,73.42965377,0.265703462,NaiveBayes,,,
pca_breast-cancer,69.09437313,0.309056269,AdaBoostM1,,,
pca_breast-cancer,69.68140478,0.303185952,Bagging,,,
pca_breast-cancer,70.48895706,0.295110429,Stacking,,,
pca_breast-cancer,65.42928318,0.345707168,LogitBoost,,,
pca_breast-cancer,66.18990337,0.338100966,RandomCommittee,,,
pca_breast-cancer,71.14291782,0.288570822,Vote,,,
pca_breast-cancer,71.42030827,0.285796917,Logistic,,,
pca_breast-cancer,65.77505383,0.342249462,MultilayerPerceptron,,,
